year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp26,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp26,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp26,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp26,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26
1991,0.0,10.0,10.0,-5.833333333333343,-7.0,23.333333333333343,21.0,1.6666666666666572,21.0,12.0,12.0,12.666666666666657,9.0,13.0,12.333333333333343,-3.0,-3.0,-14.0,-13.666666666666657,-12.0,21.666666666666657,15.0,16.0,-6.0,-6.0,8.0,11.333333333333343,-6.0,-6.0,-11.5,-11.5,-11.0,7.0,1.3333333333333428,0.0,0.0,0.0,3.0,3.0,3.0,-4.0,19.0,15.166666666666657,24.0,24.0,24.0,16.0,18.666666666666657,1.0,1.0,-13.833333333333343,-13.833333333333343,4.0,11.0,6.0
1992,,32.0,32.0,39.0,23.0,15.0,15.0,1.0,6.666666666666657,7.0,7.0,6.333333333333343,2.0,2.0,2.0,23.0,18.833333333333343,22.166666666666657,14.5,18.833333333333343,-5.833333333333343,-6.0,-6.0,6.0,6.0,5.0,5.0,37.0,37.0,15.0,20.5,5.0,5.666666666666657,13.0,3.0,15.833333333333343,-8.333333333333343,-6.0,-6.0,-6.0,-6.0,-15.0,-16.0,3.0,6.5,3.0,4.333333333333343,4.0,26.0,26.0,10.833333333333343,9.166666666666657,5.0,5.0,-7.0
1993,,27.0,27.0,-6.0,-6.0,22.0,22.0,15.0,15.0,28.0,28.333333333333343,28.0,-3.0,-4.833333333333343,-3.0,20.0,20.0,-5.0,-5.0,-5.0,42.0,38.66666666666666,39.66666666666666,11.0,11.0,0.0,0.0,-11.0,-11.0,21.0,-3.0,-3.0,3.0,3.0,-7.0,-5.333333333333343,-7.0,7.0,7.0,7.0,6.0,9.833333333333343,6.0,-1.0,13.166666666666657,7.0,9.0,20.0,11.0,11.0,0.0,3.166666666666657,7.0,7.0,23.666666666666657
1994,,12.0,12.0,15.0,14.0,18.0,18.0,-14.0,8.666666666666657,1.1666666666666572,1.1666666666666572,1.1666666666666572,1.0,1.0,1.0,-8.333333333333343,-8.333333333333343,6.0,6.0,6.0,-10.5,-10.833333333333343,-11.0,-4.666666666666657,-1.5,2.0,2.0,-3.0,-3.0,0.0,0.0,0.0,-9.0,-9.0,24.333333333333343,25.0,25.0,4.0,4.0,4.0,26.0,25.333333333333343,26.0,-1.0,-0.5,-0.8333333333333428,-1.6666666666666572,-1.0,1.0,1.0,-12.0,-14.333333333333343,27.0,26.166666666666657,8.0
1995,,23.0,23.0,22.0,16.0,-15.0,-15.0,7.0,9.333333333333343,1.0,1.0,7.0,6.0,6.0,6.0,-12.0,-12.0,20.0,20.0,20.0,4.0,4.0,4.0,-11.0,-4.0,-5.0,-5.0,20.0,20.0,25.0,25.0,25.0,-14.0,7.166666666666657,7.0,7.0,7.0,-6.0,-7.666666666666657,-7.0,11.0,14.666666666666657,10.333333333333343,-10.0,-10.0,-10.0,18.166666666666657,18.0,1.0,1.0,8.0,9.0,-6.0,-6.0,7.0
1996,,25.0,25.0,-8.0,-8.0,22.0,19.0,14.0,-4.333333333333343,-8.0,-8.0,17.0,2.0,1.5,6.5,-9.0,-8.0,7.0,7.0,7.0,22.0,19.333333333333343,22.0,-11.0,-11.0,24.0,24.0,25.0,23.666666666666657,32.0,32.33333333333334,-14.0,31.0,28.0,17.0,16.833333333333343,17.0,23.0,23.0,23.0,-1.0,-1.0,-1.0,24.0,26.333333333333343,-3.666666666666657,5.0,5.0,9.0,9.0,3.0,3.0,31.0,29.833333333333343,11.166666666666657
1997,,10.0,14.333333333333343,-7.833333333333343,-8.0,28.833333333333343,24.0,-14.0,-5.0,-0.6666666666666572,18.0,13.5,13.0,13.0,13.0,-4.5,-3.0,8.5,8.0,-8.0,-1.0,-4.5,-5.0,3.0,3.0,-9.0,-9.0,11.0,16.0,8.0,8.0,8.0,20.5,21.0,4.5,6.0,6.0,-5.0,-5.0,-5.0,-12.666666666666657,-14.0,-13.666666666666657,31.0,30.833333333333343,29.666666666666657,7.333333333333343,12.666666666666657,26.166666666666657,23.333333333333343,17.666666666666657,22.0,0.6666666666666572,0.1666666666666572,-4.0
1998,,24.0,24.0,-4.0,-12.0,22.0,22.0,28.0,-1.0,1.0,1.0,1.0,28.0,30.0,22.0,-5.333333333333343,-3.333333333333343,22.0,28.0,22.0,12.0,12.0,12.0,9.833333333333343,7.0,-9.0,3.5,-1.0,-1.0,11.0,11.0,11.0,25.0,25.0,-1.8333333333333428,-16.0,-16.0,26.0,26.0,26.0,15.5,18.333333333333343,7.0,-13.0,-12.0,-13.0,16.333333333333343,16.166666666666657,40.5,5.0,-11.333333333333343,-5.666666666666657,6.5,0.0,17.333333333333343
1999,,15.5,15.666666666666657,9.0,10.333333333333343,18.0,7.0,-9.0,2.833333333333343,17.0,17.0,17.0,4.0,6.833333333333343,2.0,-1.0,-1.0,0.0,0.0,0.0,-13.0,-13.666666666666657,-13.666666666666657,-9.0,-9.0,-11.0,-11.0,-3.0,-3.0,0.0,0.0,0.0,-7.166666666666657,-8.0,-10.0,-10.0,-10.833333333333343,7.333333333333343,7.0,8.0,7.666666666666657,8.0,8.0,7.166666666666657,8.0,0.3333333333333428,-2.333333333333343,-2.0,14.5,14.333333333333343,-9.0,-9.0,0.0,0.0,-10.0
2000,,14.0,14.0,18.0,18.0,7.0,2.0,4.333333333333343,-3.0,-6.0,-3.5,-6.0,-11.0,-11.0,-11.0,22.0,22.0,4.0,6.0,4.666666666666657,8.0,8.0,8.333333333333343,-2.833333333333343,-3.0,3.0,-3.0,5.0,5.0,-12.0,-12.0,-12.333333333333343,19.0,31.5,-2.0,-2.0,-2.0,31.833333333333343,29.5,32.0,1.0,5.666666666666657,1.0,3.0,3.0,3.0,1.1666666666666572,5.833333333333343,31.0,27.0,-3.0,11.0,36.0,21.0,24.0
