longitude,latitude,val
-15.0,12.9375,2767.796756110429
-15.0,12.974999999999998,2771.890235557169
-14.962499999999999,12.9375,2766.372676138442
-14.962499999999999,12.974999999999998,2771.4507077953963
-14.925,12.9375,2767.178009907124
-14.925,12.974999999999998,2770.0956693573125
