stn,idx,rcp,hor,stat,centile,val
enacts,tx_days_above,rcp26,1991-2020,mean,-1,256.803216
enacts,tx_days_above,rcp26,1991-2020,mean,-1,256.803216
enacts,tx_days_above,rcp26,2021-2050,mean,-1,
enacts,tx_days_above,rcp26,2051-2080,mean,-1,
enacts,tx_days_above,rcp26,1991-2020,min,-1,245.283333
enacts,tx_days_above,rcp26,2021-2050,min,-1,
enacts,tx_days_above,rcp26,2051-2080,min,-1,
enacts,tx_days_above,rcp26,1991-2020,max,-1,284.2
enacts,tx_days_above,rcp26,2021-2050,max,-1,
enacts,tx_days_above,rcp26,2051-2080,max,-1,
enacts,tx_days_above,rcp26,1991-2020,centile,1,246.058
enacts,tx_days_above,rcp26,2021-2050,centile,1,
enacts,tx_days_above,rcp26,2051-2080,centile,1,
enacts,tx_days_above,rcp26,1991-2020,centile,10,248.057778
enacts,tx_days_above,rcp26,2021-2050,centile,10,
enacts,tx_days_above,rcp26,2051-2080,centile,10,
enacts,tx_days_above,rcp26,1991-2020,centile,50,254.922222
enacts,tx_days_above,rcp26,2021-2050,centile,50,
enacts,tx_days_above,rcp26,2051-2080,centile,50,
enacts,tx_days_above,rcp26,1991-2020,centile,90,266.604444
enacts,tx_days_above,rcp26,2021-2050,centile,90,
enacts,tx_days_above,rcp26,2051-2080,centile,90,
enacts,tx_days_above,rcp26,1991-2020,centile,99,280.659556
enacts,tx_days_above,rcp26,2021-2050,centile,99,
enacts,tx_days_above,rcp26,2051-2080,centile,99,
enacts,tx_days_above,rcp26,1991-2020,mean,-1,256.803216
enacts,tx_days_above,rcp26,2021-2050,mean,-1,
enacts,tx_days_above,rcp26,2051-2080,mean,-1,
enacts,tx_days_above,rcp26,1991-2020,min,-1,245.283333
enacts,tx_days_above,rcp26,2021-2050,min,-1,
enacts,tx_days_above,rcp26,2051-2080,min,-1,
enacts,tx_days_above,rcp26,1991-2020,max,-1,284.2
enacts,tx_days_above,rcp26,2021-2050,max,-1,
enacts,tx_days_above,rcp26,2051-2080,max,-1,
enacts,tx_days_above,rcp26,1991-2020,centile,1,246.058
enacts,tx_days_above,rcp26,2021-2050,centile,1,
enacts,tx_days_above,rcp26,2051-2080,centile,1,
enacts,tx_days_above,rcp26,1991-2020,centile,10,248.057778
enacts,tx_days_above,rcp26,2021-2050,centile,10,
enacts,tx_days_above,rcp26,2051-2080,centile,10,
enacts,tx_days_above,rcp26,1991-2020,centile,50,254.922222
enacts,tx_days_above,rcp26,2021-2050,centile,50,
enacts,tx_days_above,rcp26,2051-2080,centile,50,
enacts,tx_days_above,rcp26,1991-2020,centile,90,266.604444
enacts,tx_days_above,rcp26,2021-2050,centile,90,
enacts,tx_days_above,rcp26,2051-2080,centile,90,
enacts,tx_days_above,rcp26,1991-2020,centile,99,280.659556
enacts,tx_days_above,rcp26,2021-2050,centile,99,
enacts,tx_days_above,rcp26,2051-2080,centile,99,
enacts,tx_days_above,rcp26,1991-2020,mean,-1,256.803216
enacts,tx_days_above,rcp26,2021-2050,mean,-1,
enacts,tx_days_above,rcp26,2051-2080,mean,-1,
enacts,tx_days_above,rcp26,1991-2020,min,-1,245.283333
enacts,tx_days_above,rcp26,2021-2050,min,-1,
enacts,tx_days_above,rcp26,2051-2080,min,-1,
enacts,tx_days_above,rcp26,1991-2020,max,-1,284.2
enacts,tx_days_above,rcp26,2021-2050,max,-1,
enacts,tx_days_above,rcp26,2051-2080,max,-1,
enacts,tx_days_above,rcp26,1991-2020,centile,1,246.058
enacts,tx_days_above,rcp26,2021-2050,centile,1,
enacts,tx_days_above,rcp26,2051-2080,centile,1,
enacts,tx_days_above,rcp26,1991-2020,centile,10,248.057778
enacts,tx_days_above,rcp26,2021-2050,centile,10,
enacts,tx_days_above,rcp26,2051-2080,centile,10,
enacts,tx_days_above,rcp26,1991-2020,centile,50,254.922222
enacts,tx_days_above,rcp26,2021-2050,centile,50,
enacts,tx_days_above,rcp26,2051-2080,centile,50,
enacts,tx_days_above,rcp26,1991-2020,centile,90,266.604444
enacts,tx_days_above,rcp26,2021-2050,centile,90,
enacts,tx_days_above,rcp26,2051-2080,centile,90,
enacts,tx_days_above,rcp26,1991-2020,centile,99,280.659556
enacts,tx_days_above,rcp26,2021-2050,centile,99,
enacts,tx_days_above,rcp26,2051-2080,centile,99,
enacts,tx_days_above,rcp26,1991-2020,mean,-1,256.803216
enacts,tx_days_above,rcp26,2021-2050,mean,-1,
enacts,tx_days_above,rcp26,2051-2080,mean,-1,
enacts,tx_days_above,rcp26,1991-2020,min,-1,245.283333
enacts,tx_days_above,rcp26,2021-2050,min,-1,
enacts,tx_days_above,rcp26,2051-2080,min,-1,
enacts,tx_days_above,rcp26,1991-2020,max,-1,284.2
enacts,tx_days_above,rcp26,2021-2050,max,-1,
enacts,tx_days_above,rcp26,2051-2080,max,-1,
enacts,tx_days_above,rcp26,1991-2020,centile,1,246.058
enacts,tx_days_above,rcp26,2021-2050,centile,1,
enacts,tx_days_above,rcp26,2051-2080,centile,1,
enacts,tx_days_above,rcp26,1991-2020,centile,10,248.057778
enacts,tx_days_above,rcp26,2021-2050,centile,10,
enacts,tx_days_above,rcp26,2051-2080,centile,10,
enacts,tx_days_above,rcp26,1991-2020,centile,50,254.922222
enacts,tx_days_above,rcp26,2021-2050,centile,50,
enacts,tx_days_above,rcp26,2051-2080,centile,50,
enacts,tx_days_above,rcp26,1991-2020,centile,90,266.604444
enacts,tx_days_above,rcp26,2021-2050,centile,90,
enacts,tx_days_above,rcp26,2051-2080,centile,90,
enacts,tx_days_above,rcp26,1991-2020,centile,99,280.659556
enacts,tx_days_above,rcp26,2021-2050,centile,99,
enacts,tx_days_above,rcp26,2051-2080,centile,99,
