year,ref,rcp26_lower,rcp26_middle,rcp26_upper,rcp45_lower,rcp45_middle,rcp45_upper,rcp85_lower,rcp85_middle,rcp85_upper
1991,0.0,-12.399999999999999,-2.9871794871794863,10.566666666666674,-12.333333333333332,-2.9365079365079354,13.333333333333346,-13.983333333333333,-2.159090909090908,15.700000000000012
1992,,-15.866666666666664,-12.576923076923075,-9.333333333333332,-13.499999999999998,-9.769841269841269,-4.999999999999996,-13.983333333333333,-9.212121212121211,-4.766666666666664
1993,,-15.23333333333333,-10.641025641025637,-5.566666666666665,-15.333333333333332,-10.746031746031749,-6.166666666666655,-13.799999999999999,-8.257575757575756,-0.049999999999998754
1994,,-13.366666666666664,-3.307692307692306,20.300000000000022,-13.833333333333332,-6.444444444444444,1.3333333333333464,-14.249999999999998,-4.030303030303029,6.883333333333341
1995,,-15.7,-8.679487179487179,-0.5333333333333314,-14.333333333333332,-9.436507936507937,-3.4999999999999982,-14.166666666666666,-6.757575757575756,5.4500000000000055
1996,,-12.999999999999998,-8.705128205128204,-2.9999999999999982,-13.499999999999998,-7.285714285714285,3.6666666666666883,-13.616666666666667,-6.106060606060606,8.483333333333356
1997,,-13.966666666666665,-5.73076923076923,-0.16666666666666421,-12.666666666666666,-5.126984126984126,2.500000000000021,-12.6,-2.954545454545452,7.833333333333336
1998,,-11.466666666666663,-4.717948717948716,7.066666666666673,-12.0,-4.92063492063492,1.0000000000000042,-12.549999999999997,-1.2727272727272714,10.483333333333343
1999,,-9.266666666666666,-0.6153846153846143,9.633333333333335,-13.333333333333332,-0.4126984126984108,19.500000000000004,-11.816666666666666,0.56818181818182,18.733333333333345
2000,,-15.133333333333331,-1.115384615384614,16.400000000000013,-9.5,-2.5714285714285703,4.000000000000031,-9.499999999999998,-0.4999999999999983,13.266666666666671
2001,,-6.733333333333331,-1.4358974358974346,6.366666666666667,-6.333333333333332,-1.07142857142857,8.33333333333334,-5.533333333333332,2.962121212121213,14.983333333333334
2002,,-10.933333333333332,-0.628205128205127,9.16666666666667,-10.333333333333332,-1.3095238095238086,9.000000000000021,-10.683333333333332,3.5075757575757582,14.583333333333337
2003,,-11.133333333333331,-3.333333333333331,4.533333333333337,-11.833333333333332,-5.039682539682539,3.500000000000004,-10.816666666666666,-2.886363636363635,7.150000000000001
2004,,-9.766666666666666,-3.9615384615384603,2.1000000000000014,-10.833333333333332,-4.015873015873015,2.3333333333333415,-10.116666666666664,-1.0075757575757562,8.783333333333337
2005,,-8.833333333333332,0.7820512820512836,11.266666666666673,-9.666666666666664,-1.8730158730158715,8.333333333333355,-9.916666666666668,3.060606060606062,17.20000000000001
2006,,-7.066666666666665,2.1794871794871815,12.566666666666668,-5.666666666666666,3.4761904761904767,18.166666666666686,-10.233333333333333,0.4545454545454552,8.783333333333337
2007,,-4.233333333333332,4.679487179487181,21.66666666666667,-8.333333333333332,4.515873015873017,20.33333333333334,-11.200000000000001,0.6136363636363645,15.966666666666672
2008,,-8.133333333333333,-0.3717948717948706,8.466666666666667,-10.0,-2.095238095238094,7.833333333333355,-11.633333333333333,1.2803030303030314,14.233333333333338
2009,,-12.7,1.6538461538461553,14.433333333333339,-8.833333333333332,1.880952380952383,13.333333333333341,-6.416666666666665,7.840909090909093,22.83333333333334
2010,,-0.8666666666666655,9.474358974358976,24.566666666666677,-9.5,1.0238095238095248,12.500000000000009,0.683333333333336,10.522727272727277,16.6
2011,,-9.799999999999997,0.9487179487179493,10.366666666666667,-5.833333333333332,3.3888888888888897,14.333333333333336,-3.849999999999998,14.159090909090908,33.08333333333334
2012,,-6.999999999999998,-2.999999999999999,4.300000000000005,-6.833333333333332,5.3888888888888875,21.666666666666693,-9.649999999999997,5.492424242424243,20.16666666666667
2013,,-7.633333333333332,5.141025641025641,18.933333333333344,-6.166666666666666,3.5396825396825413,12.00000000000001,-4.166666666666665,5.583333333333336,18.51666666666667
2014,,-5.033333333333332,-0.20512820512820398,6.5,-5.833333333333332,4.285714285714287,10.833333333333366,-4.833333333333332,12.143939393939398,35.90000000000003
2015,,-6.566666666666665,8.320512820512821,24.86666666666667,-11.666666666666664,5.1111111111111125,18.833333333333346,-0.14999999999999786,16.856060606060606,30.8
2016,,-8.266666666666664,0.833333333333334,14.600000000000001,-7.999999999999998,11.507936507936508,32.833333333333336,-10.95,8.795454545454545,32.983333333333334
2017,,-5.366666666666665,3.487179487179488,12.200000000000001,-1.3333333333333321,9.436507936507939,22.50000000000002,0.6166666666666691,12.71969696969697,22.8
2018,,-12.366666666666665,4.923076923076925,26.600000000000005,-6.166666666666666,0.4682539682539693,7.166666666666675,-0.4166666666666657,19.35606060606061,38.13333333333334
2019,,-8.233333333333334,4.615384615384617,18.70000000000001,-4.833333333333332,2.166666666666668,8.500000000000039,-7.366666666666665,12.734848484848486,28.833333333333332
2020,,-5.166666666666665,7.923076923076925,17.433333333333337,-1.3333333333333321,8.84126984126984,19.000000000000004,-3.7999999999999985,9.749999999999998,27.533333333333335
2021,,-5.8666666666666645,1.4102564102564112,9.66666666666667,-3.833333333333332,11.253968253968257,25.1666666666667,-1.2666666666666655,14.053030303030305,32.15000000000001
2022,,-11.166666666666666,9.230769230769232,29.16666666666667,0.5,9.587301587301587,20.000000000000053,2.333333333333336,20.393939393939394,37.26666666666666
2023,,1.1000000000000005,16.205128205128204,32.70000000000001,-10.333333333333332,7.341269841269842,16.833333333333346,7.533333333333333,20.196969696969695,31.916666666666668
