year,ref,rcp26_lower,rcp26_middle,rcp26_upper,rcp45_lower,rcp45_middle,rcp45_upper,rcp85_lower,rcp85_middle,rcp85_upper
1991,0.0,-11.533333333333335,-0.8076923076923077,7.700000000000001,-9.266666666666667,-1.3583333333333336,7.150000000000002,-9.666666666666668,-0.8809523809523808,6.500000000000007
1992,,-12.3,-1.6538461538461533,9.100000000000001,-11.600000000000001,-1.0250000000000004,11.400000000000013,-12.5,0.5873015873015872,19.50000000000002
1993,,-7.466666666666666,-0.8076923076923077,6.100000000000001,-9.766666666666667,-2.95,5.600000000000001,-9.5,-2.1746031746031753,5.166666666666665
1994,,-6.766666666666666,-0.5769230769230769,5.5,-9.35,-2.95,5.050000000000001,-9.5,-3.5952380952380953,5.5000000000000036
1995,,-6.633333333333335,-0.43589743589743546,5.766666666666668,-9.5,0.9083333333333332,15.800000000000004,-9.333333333333332,-0.3015873015873015,15.50000000000001
1996,,-9.5,-1.3974358974358978,13.366666666666672,-10.8,-3.1333333333333333,7.500000000000014,-9.5,-2.777777777777777,6.5000000000000355
1997,,-9.833333333333334,0.07692307692307665,16.300000000000008,-10.250000000000002,-2.2166666666666672,13.100000000000009,-11.5,-1.5714285714285714,8.333333333333371
1998,,-8.833333333333332,2.9743589743589736,11.900000000000002,-9.6,0.7499999999999997,14.5,-9.5,1.452380952380952,12.500000000000007
1999,,-9.266666666666666,-0.20512820512820468,5.5,-10.349999999999998,-1.6083333333333332,6.016666666666671,-9.5,-0.6269841269841271,7.666666666666681
2000,,-9.666666666666666,1.1923076923076932,13.833333333333337,-9.733333333333334,-0.10833333333333303,9.000000000000007,-8.166666666666668,2.079365079365079,13.500000000000018
2001,,-9.5,-5.679487179487179,-0.5,-9.55,-3.5416666666666665,9.283333333333342,-9.666666666666668,-4.9603174603174605,4.500000000000015
2002,,-10.166666666666666,-3.0,9.900000000000013,-10.05,-1.7750000000000004,13.816666666666684,-10.333333333333332,-1.349206349206349,13.500000000000046
2003,,-5.333333333333332,1.2435897435897434,6.5,-9.65,-1.9333333333333331,5.5,-10.833333333333332,-1.1904761904761905,6.5
2004,,-6.299999999999999,3.8461538461538463,15.100000000000005,-12.5,-1.108333333333333,6.600000000000001,-12.5,0.5714285714285711,6.166666666666701
2005,,-7.699999999999999,4.628205128205128,17.100000000000005,-7.450000000000001,6.65,21.700000000000006,-6.5,5.444444444444445,18.50000000000003
2006,,-8.566666666666665,-2.2051282051282053,3.900000000000002,-9.15,4.141666666666666,13.050000000000002,-8.5,0.2619047619047616,11.000000000000005
2007,,-11.399999999999999,2.3461538461538463,19.5,-6.200000000000001,0.02499999999999982,8.350000000000001,-11.5,-2.912698412698412,4.166666666666694
2008,,-11.166666666666664,-0.20512820512820468,11.100000000000001,-10.6,-1.525,9.600000000000001,-10.333333333333332,-0.1349206349206347,13.500000000000032
2009,,-4.866666666666667,2.923076923076923,11.5,-5.899999999999999,3.2083333333333344,11.100000000000009,-10.5,-0.8095238095238095,15.500000000000025
2010,,-7.166666666666666,0.39743589743589725,11.3,-6.550000000000001,4.75,21.40000000000001,-9.166666666666668,3.7142857142857144,13.500000000000036
2011,,-6.366666666666667,0.7564102564102563,9.3,-3.5999999999999996,8.458333333333332,21.983333333333356,-7.5,1.476190476190476,9.500000000000004
2012,,-9.8,1.666666666666667,16.300000000000004,-11.26666666666667,-1.7000000000000006,7.700000000000003,-8.166666666666668,0.523809523809523,8.500000000000014
2013,,-11.5,0.9230769230769231,10.3,-7.750000000000001,-2.266666666666667,3.316666666666671,-8.333333333333332,5.246031746031747,20.500000000000014
2014,,-7.466666666666668,3.9743589743589736,16.3,-9.55,-0.15833333333333321,10.100000000000009,-8.166666666666668,2.682539682539683,20.500000000000007
2015,,-7.1,0.9230769230769231,14.000000000000009,-9.6,4.091666666666666,17.250000000000007,-9.833333333333332,-0.952380952380952,5.500000000000035
2016,,-7.766666666666666,-0.29487179487179477,6.300000000000001,-11.316666666666668,3.508333333333332,27.350000000000012,-8.333333333333332,4.2063492063492065,18.500000000000004
2017,,-7.966666666666665,-0.6410256410256406,9.3,-10.6,-2.958333333333333,6.5,-6.5,5.515873015873015,16.500000000000007
2018,,-8.966666666666665,6.44871794871795,24.10000000000001,-9.35,-0.8833333333333335,8.100000000000009,-10.5,0.9603174603174603,10.500000000000018
2019,,-9.299999999999999,-0.5256410256410253,12.100000000000009,-11.600000000000001,1.825,17.800000000000004,-7.666666666666668,1.849206349206349,12.50000000000002
2020,,-11.1,-2.7435897435897427,11.200000000000005,-9.55,-0.3,9.600000000000001,-10.5,0.6507936507936507,13.500000000000014
2021,,-11.366666666666665,-2.1282051282051286,9.000000000000002,-6.016666666666667,2.766666666666666,12.600000000000001,-9.333333333333332,2.6031746031746037,19.5
2022,,-11.2,4.089743589743589,24.10000000000001,-9.7,-0.5750000000000002,8.05,-8.0,2.4206349206349205,14.500000000000004
2023,,-9.299999999999999,1.9743589743589745,9.933333333333332,-9.216666666666669,-1.0416666666666672,8.100000000000009,-5.5,4.214285714285714,16.500000000000018
2024,,-9.466666666666667,1.3717948717948714,11.200000000000001,-7.8,-1.0166666666666664,8.700000000000003,-8.5,3.579365079365079,14.500000000000007
2025,,-8.433333333333334,0.41025641025641046,12.63333333333334,-10.899999999999999,3.0083333333333337,16.20000000000001,-9.666666666666668,0.4365079365079364,12.500000000000018
2026,,-7.566666666666665,-1.076923076923077,10.133333333333342,-8.55,3.7916666666666656,17.800000000000004,-8.5,3.206349206349206,15.50000000000001
