day,mean,min,max,var
1,6.469238068265603,5.924783912302431,7.288594546215254,evspsblpot
2,6.466394852142114,6.157382557533747,7.143575215378838,evspsblpot
3,6.432534641256888,6.1007539084894375,6.636687579880545,evspsblpot
4,6.27986217750996,5.552078338889085,7.013998612041477,evspsblpot
5,6.238473850942066,5.380043234464502,7.100549614023741,evspsblpot
6,6.3514384274403,5.6873251876493685,7.563790274119917,evspsblpot
7,6.535437284299181,5.594068389515374,7.446529462629594,evspsblpot
8,6.592951709632102,5.866484618766562,7.629524307446542,evspsblpot
9,6.4844475212426325,5.759294874918969,7.4762232891982565,evspsblpot
10,6.490589160313633,5.3598769237399395,7.233905889430598,evspsblpot
11,6.725088910711932,5.669981050016296,7.5504502575183965,evspsblpot
12,6.905397754234372,5.797490670613757,7.725817857691294,evspsblpot
13,6.97063819636413,6.208107218613784,7.838162708211587,evspsblpot
14,7.062742367321405,5.806935989828499,8.326923018992238,evspsblpot
15,7.213665638659655,6.047253559830167,8.248403547450073,evspsblpot
16,7.2820443729125035,5.9097010658504345,8.724086897798557,evspsblpot
17,7.242976797307882,6.422216292698521,8.270538254396364,evspsblpot
18,7.177754485700106,5.990320005493781,8.33993637014716,evspsblpot
19,7.338254198399201,6.1537291291232705,8.692264107807476,evspsblpot
20,7.416285514253269,5.581015302848594,8.556948318645338,evspsblpot
21,7.4750345201930255,5.98616184300102,8.684558073891148,evspsblpot
22,7.497407624770086,6.224827728704724,8.706353831702296,evspsblpot
23,7.531496953213195,5.824301959265026,8.507232051090805,evspsblpot
24,7.789745233640436,6.365253401762473,8.55229156854839,evspsblpot
25,7.822755390437291,6.632901355514689,8.600570377270875,evspsblpot
26,7.750642422629158,6.217766832017442,8.66295939667572,evspsblpot
27,7.724288119738897,5.848840028727595,8.627866087199514,evspsblpot
28,7.849791715144007,6.55143486512025,8.759866004407263,evspsblpot
29,7.733132064313731,5.934226400720696,8.714653929358429,evspsblpot
30,7.87128057148151,6.719893973245671,8.612749054563775,evspsblpot
31,8.031574305069054,6.718260444662537,8.645219819908588,evspsblpot
32,8.02108125760287,6.76522398310876,8.449066917298952,evspsblpot
33,8.049437356727214,6.771807825926392,8.561331190363708,evspsblpot
34,8.117121842187009,7.167055516120507,8.687115300319972,evspsblpot
35,8.157679645949425,7.294518310292944,8.567929834897235,evspsblpot
36,8.140035496562573,6.5124856538225275,9.155950648212597,evspsblpot
37,8.262680201474529,6.149404505356927,9.238969987561957,evspsblpot
38,8.567128000033096,7.313614793205519,9.633043883128762,evspsblpot
39,8.605271244696867,7.993150403957443,9.528321417811473,evspsblpot
40,8.59093826181285,7.4666254359291315,9.357300672530794,evspsblpot
41,8.665640591552146,6.882103799473608,9.531551059766917,evspsblpot
42,8.763302082933157,7.497583118506469,9.740306217595695,evspsblpot
43,8.949074093166937,8.385076959404396,9.765846674160658,evspsblpot
44,8.95622698793245,8.337154817436199,9.447636602078866,evspsblpot
45,8.941120789841749,8.21318637976229,9.6684342627194,evspsblpot
46,9.090495103954504,8.480831418607321,9.834449405029673,evspsblpot
47,9.285103150915297,7.941697843009043,9.934813549976445,evspsblpot
48,9.325132136840896,7.928486096478257,10.473711803876085,evspsblpot
49,9.20194253634745,7.470836887071216,10.166772120100793,evspsblpot
50,9.293743859831595,8.10671315762952,10.451749093034298,evspsblpot
51,9.408058182215335,8.273039494668227,10.261880088536067,evspsblpot
52,9.208500949469572,8.026560174922954,10.14553321382357,evspsblpot
53,9.000083629788348,7.756915070001455,9.932522927463248,evspsblpot
54,9.277518868571638,8.388895233260788,9.654361901447102,evspsblpot
55,9.099367260020934,8.10144730354625,9.907851225951205,evspsblpot
56,9.007307376939389,7.691654163934818,10.117333527690397,evspsblpot
57,9.18805182847314,7.7308825354946356,9.913170079110662,evspsblpot
58,9.244307343577217,8.484062983695623,9.716840719337972,evspsblpot
59,9.15920847694337,8.219532886748594,10.169986874488155,evspsblpot
60,9.310092333794065,8.470912936011151,10.27337752312197,evspsblpot
61,9.344404784648475,8.617900742337099,10.23659765686529,evspsblpot
62,9.339664586673807,8.773666197799422,10.058628735853283,evspsblpot
63,9.464778815314249,8.492235058713982,9.99964038788003,evspsblpot
64,9.525482848660438,9.00745035745791,9.909989865353365,evspsblpot
65,9.532884499115374,8.780831790303827,9.76944963919041,evspsblpot
66,9.495198008040107,7.898562948155122,10.204779296663661,evspsblpot
67,9.652971920781289,8.040869329810151,10.150340894486067,evspsblpot
68,9.449112199463588,8.36555510903236,10.08455817893513,evspsblpot
69,9.275468599052584,8.469574744383598,9.76520147113944,evspsblpot
70,9.15225397909803,8.550894867978839,9.517974093903371,evspsblpot
71,9.249112024512364,8.622809832817754,9.570263936475454,evspsblpot
72,9.34688021087436,8.6431302751904,10.166959485672267,evspsblpot
73,9.342628332695007,8.648548977597386,10.068576762399086,evspsblpot
74,9.34560969530667,8.653906114195877,9.586567119421483,evspsblpot
75,9.379327752796874,8.549968006371559,10.037176319354709,evspsblpot
76,9.210735515970487,8.540644450627642,10.076494393969206,evspsblpot
77,9.137467873324685,8.449305197980777,9.520760137678492,evspsblpot
78,9.264129798045124,8.767552980806284,10.146541771161951,evspsblpot
79,9.333469994120652,8.70816923765369,10.968990629677485,evspsblpot
80,9.304884436592946,8.598335431770487,10.877299883401157,evspsblpot
81,9.563626777634429,8.428256846233008,10.403341024786998,evspsblpot
82,9.360578221367469,8.470188167119288,10.690191556549658,evspsblpot
83,9.538575900242808,8.551502038035052,10.21559778614307,evspsblpot
84,9.734044298773954,8.53177833580081,10.773763019896919,evspsblpot
85,9.382595427210395,6.32866106278582,10.409500760115447,evspsblpot
86,9.592145005680498,8.545186748409284,10.22062960662939,evspsblpot
87,9.547298155429589,8.89970199697146,10.338109075652893,evspsblpot
88,9.534803767038987,8.732369107145129,10.358453864159259,evspsblpot
89,9.587446894555264,8.997374756330464,10.7603808741745,evspsblpot
90,9.802045155118163,8.703245937347,10.679491370299269,evspsblpot
91,9.878298584208265,9.024897472729227,10.86653966663848,evspsblpot
92,9.651075870553123,7.930132994751406,10.53070774334829,evspsblpot
93,9.590337172636369,8.971556254964096,10.01479895023405,evspsblpot
94,9.353937181326442,8.240673685231615,10.110022044418251,evspsblpot
95,9.671605490143838,8.213421136932267,10.871632065344265,evspsblpot
96,9.474447764468277,7.576761712028268,10.324011279643956,evspsblpot
97,9.562009810544106,6.426037526572478,10.439026622787438,evspsblpot
98,9.79656351977696,9.22112556398711,10.522445582345078,evspsblpot
99,9.823510518007462,8.444401544490322,10.624324517818243,evspsblpot
100,9.823964846690748,8.499338813370025,10.596885469154904,evspsblpot
101,9.656976110583393,8.171898048874928,10.326439667047906,evspsblpot
102,9.676341356399346,8.758638785595151,10.310879044052077,evspsblpot
103,9.698589766815363,8.027300719963936,10.53832892581645,evspsblpot
104,9.840822573792384,8.651713898098022,10.756026946302343,evspsblpot
105,9.812169612404738,8.567151954059229,10.900493960316702,evspsblpot
106,9.828850929288981,8.403425304196452,10.3477645823875,evspsblpot
107,9.708972224019268,8.023080860747031,10.34919983656883,evspsblpot
108,9.797198457718103,9.001262804207942,10.604509161774425,evspsblpot
109,9.834287291233457,8.873415408353829,10.377006982353418,evspsblpot
