year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp45,CCLM4_AFR-44_MOHC-HadGEM2-ES_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp26,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp26,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp26,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp26,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26
1991,0.0,-6.0,-5.833333333333333,1.5,6.5,-5.5,-3.5,5.5,7.0,-12.5,-5.0,11.833333333333332,17.166666666666668,19.5,17.666666666666668,11.833333333333332,10.5,-12.5,-10.5,-7.5,-4.5,-2.166666666666666,-10.0,-10.0,-12.5,-11.166666666666666,-12.5,-7.5,-7.5,-11.0,-8.166666666666668,5.0,4.666666666666668,2.833333333333334,-12.5,-12.5,-6.5,-2.666666666666666,-2.5,-11.0,-9.5,-9.166666666666666,-4.5,-1.333333333333334,-4.833333333333333,-12.5,-11.5,-12.5,-11.0,-11.5,-12.5,-12.5,-11.5,-11.0,-1.0,2.833333333333334,-4.333333333333334
1992,,-5.5,-3.666666666666666,-11.0,-11.0,-8.5,-6.5,-11.0,-10.0,-8.833333333333334,-6.166666666666667,-12.5,-12.5,-10.0,-10.5,-12.5,-12.5,-10.0,-8.5,-12.5,-12.0,-8.5,-12.5,-12.5,-12.5,-12.5,-12.5,-2.833333333333334,-3.833333333333334,-12.5,-12.0,-12.5,-12.5,-11.5,-12.5,-12.5,-12.0,-12.5,-7.0,-12.5,-11.0,-12.5,-12.0,-12.5,-12.5,-12.5,-12.5,-12.5,-10.666666666666666,-3.166666666666666,-7.5,-7.5,-12.5,-12.5,-12.5,-12.5,-12.5
1993,,-10.0,-7.833333333333333,-1.0,1.666666666666666,-12.5,-12.5,-12.5,-12.5,-10.333333333333334,-12.5,-11.666666666666666,-11.333333333333334,-8.333333333333332,-8.0,-8.0,-9.5,-12.5,-11.333333333333334,-12.5,-11.333333333333334,-4.833333333333333,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-11.0,-12.5,-9.833333333333334,-12.5,-11.5,-10.5,-12.5,-12.5,-12.5,-0.5,7.5,-9.5,-7.0,-9.0,-12.5,-12.0,-12.5,-9.333333333333334,-9.833333333333334,-10.0,-12.5,-12.5,-12.0,-5.0,-7.5,-3.333333333333334,-12.5,-12.5,-10.0
1994,,0.5,0.5,-7.666666666666667,-2.333333333333334,-11.5,-11.5,-12.0,-10.0,-12.5,-8.333333333333332,-8.833333333333334,-1.5,0.6666666666666661,19.833333333333336,21.666666666666664,19.333333333333332,-12.5,-12.5,-6.166666666666667,3.833333333333332,6.166666666666668,-12.5,-12.5,-12.5,-7.0,-9.5,-5.333333333333333,-5.5,-12.5,-12.5,-12.5,-12.5,-11.5,-12.5,-12.5,-8.5,-9.0,-8.0,-12.5,-12.5,-12.5,-9.166666666666666,-9.0,-11.0,-4.5,-5.166666666666667,-6.333333333333333,-12.5,-12.5,31.333333333333336,33.333333333333336,-8.0,-6.666666666666667,-6.166666666666667,-4.833333333333333,-10.0
1995,,-9.5,2.333333333333334,-12.5,-11.5,-6.0,-5.0,-8.333333333333332,-3.5,-12.5,-12.5,-12.5,-12.5,-12.5,-7.5,-12.5,-12.5,-9.5,-11.0,-10.5,-11.5,-4.833333333333333,-5.666666666666667,-5.666666666666667,-5.833333333333333,-12.5,-12.5,-12.5,-10.0,-10.833333333333334,-5.833333333333333,-12.5,-12.5,-12.5,-11.0,-12.5,-12.5,-12.5,-12.5,-9.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-4.666666666666667,2.166666666666666,-12.5,-12.5,-5.0,-1.666666666666666,-5.833333333333333
1996,,-12.5,-10.166666666666666,2.666666666666666,6.333333333333332,-11.0,-4.5,-12.5,-11.0,-5.833333333333333,-12.5,3.833333333333332,11.666666666666668,15.666666666666668,-12.5,-12.5,-12.5,-12.5,-10.0,-12.5,-9.5,-8.5,-12.5,-12.5,-12.5,-12.5,-12.0,-12.5,-12.5,-12.5,-12.5,-0.8333333333333339,-2.166666666666666,0.16666666666666607,-5.666666666666667,-6.166666666666667,-11.0,-11.0,-10.5,-11.0,-12.5,-8.0,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,5.833333333333332,6.333333333333332,-12.5,-12.5,-7.5,-6.333333333333333,-4.0,-0.16666666666666607,-1.333333333333334
1997,,-6.5,-6.0,1.5,1.0,-11.5,-9.166666666666666,-7.166666666666667,-5.833333333333333,-12.5,-11.833333333333334,9.333333333333332,11.333333333333332,13.666666666666668,-12.5,-12.5,-12.5,-10.5,-11.0,-4.666666666666667,-0.5,8.5,-7.833333333333333,-5.166666666666667,-5.0,-7.666666666666667,-9.333333333333334,-12.5,-12.5,-12.5,-12.5,-9.5,-10.0,-12.5,4.833333333333332,3.333333333333334,-7.0,-5.5,-7.5,-12.5,-12.5,-12.5,-12.0,-11.0,-12.5,-12.5,-12.5,-12.5,-5.0,-0.8333333333333339,-12.5,-5.833333333333333,-0.3333333333333339,-0.16666666666666607,-4.333333333333334,-3.833333333333334,-6.166666666666667
1998,,-2.0,3.0,-0.8333333333333339,-2.333333333333334,-4.5,-0.16666666666666607,-2.166666666666666,-2.666666666666666,-9.5,-6.166666666666667,9.5,11.0,24.166666666666664,-11.0,-10.5,-12.0,-7.666666666666667,-3.0,-9.5,-6.0,3.5,-9.5,-9.5,-9.5,-12.5,-12.5,-12.5,-12.5,-6.666666666666667,-3.0,-7.5,-7.5,-7.5,-12.5,-12.5,-12.5,-12.5,-8.166666666666668,-9.0,-7.5,-8.833333333333334,-12.5,-12.5,-9.5,-9.5,-9.5,-9.5,-12.5,-12.5,-8.0,-0.5,3.166666666666666,13.333333333333332,-3.833333333333334,-3.833333333333334,2.333333333333334
1999,,-12.5,-12.5,-4.833333333333333,-3.5,-1.166666666666666,0.3333333333333339,12.0,19.666666666666664,-12.5,10.333333333333332,4.666666666666668,6.0,5.5,13.0,8.333333333333332,4.5,-6.5,-6.5,2.166666666666666,5.833333333333332,14.333333333333332,-12.5,-11.166666666666666,-12.5,-6.666666666666667,-7.166666666666667,-12.5,-12.5,-5.0,-5.0,-8.5,-11.0,-12.5,-12.5,-12.5,-4.833333333333333,-6.333333333333333,3.0,-5.0,-9.5,-6.333333333333333,-2.5,7.333333333333332,10.333333333333332,-0.6666666666666661,-2.666666666666666,-3.666666666666666,-12.5,-12.5,-8.833333333333334,-9.666666666666666,6.0,8.666666666666668,-12.5,-6.333333333333333,-1.666666666666666
2000,,-0.6666666666666661,5.666666666666668,-10.5,-7.166666666666667,-8.0,-7.333333333333333,-0.8333333333333339,3.5,-12.5,-5.166666666666667,6.833333333333332,7.833333333333332,11.666666666666668,14.0,11.166666666666668,6.333333333333332,-4.5,-7.333333333333333,-1.166666666666666,-4.5,0.8333333333333339,-12.5,-12.5,-12.5,-10.0,-11.0,-2.166666666666666,-1.666666666666666,-12.5,-12.5,-10.0,-11.0,-12.5,-12.5,-12.5,-2.833333333333334,-2.833333333333334,-0.5,-12.5,-12.5,-9.0,-10.833333333333334,-10.0,-10.0,0.8333333333333339,-2.333333333333334,-3.666666666666666,-10.333333333333334,-5.833333333333333,-9.5,-6.5,14.0,18.0,-12.5,-12.5,-8.5
