day,mean,min,max,var
1,6.850941357426069,6.539534475467789,7.134446484218848,evspsblpot
2,6.904066757378587,6.641918968994033,7.411122580185148,evspsblpot
3,6.808222067366601,6.3444813270150915,7.6286108330210025,evspsblpot
4,6.744330323831438,6.055828898546232,7.4453300186768985,evspsblpot
5,6.724236055362032,5.9793961445889545,7.587047051475455,evspsblpot
6,6.670881509884894,5.818136777601397,7.656218073819187,evspsblpot
7,6.629134124158725,6.172049648050186,7.438849679983818,evspsblpot
8,6.734645766881169,6.497242680864919,7.526309212359796,evspsblpot
9,6.712088504972771,5.948829361083983,8.160106215086106,evspsblpot
10,6.659480374444805,6.082486511769516,7.755997615395216,evspsblpot
11,6.790734832607129,6.3652592238176675,7.731789663276582,evspsblpot
12,6.824777962917385,6.117942196796321,7.77870505626457,evspsblpot
13,6.980365722554126,6.439263145446893,7.784798043141166,evspsblpot
14,7.194702370193149,6.425216375872334,8.781653933363172,evspsblpot
15,7.273181385859683,6.283560316619583,8.439184549453778,evspsblpot
16,7.365795700755489,6.362236868345406,8.626190351650653,evspsblpot
17,7.199225756757584,6.496642583854848,8.753407773129561,evspsblpot
18,7.035908584159253,5.848562567685723,8.41075296142886,evspsblpot
19,7.251955015779554,6.218686548189705,8.6251005194686,evspsblpot
20,7.497075101018349,5.711807964344465,8.917238183488541,evspsblpot
21,7.620684606980165,6.4839361943775415,8.722752295961419,evspsblpot
22,7.622740697205915,6.542901247165182,9.21646691631404,evspsblpot
23,7.569740417148909,6.361051260299842,8.580921609875068,evspsblpot
24,7.310578777590886,5.09128927230264,8.463724385862424,evspsblpot
25,7.445239841518418,5.302073870533807,8.63906368553135,evspsblpot
26,7.674635361628143,6.124048974574108,8.627778248545935,evspsblpot
27,7.794785510475146,6.306047065358409,8.917476133988101,evspsblpot
28,8.038516053660695,6.100388481710845,8.953456627824005,evspsblpot
29,8.093916515736042,6.317663802751785,9.586764500058798,evspsblpot
30,8.164992347704889,6.148430539140388,9.02469847118754,evspsblpot
31,8.227798715307271,6.246996363456901,9.083017559249855,evspsblpot
32,8.158389295122728,6.69817692640956,8.790090998062006,evspsblpot
33,8.053556944327836,6.516248623142071,9.099573272852707,evspsblpot
34,8.113389758349644,6.294209399977107,9.026423407685593,evspsblpot
35,8.172983668802704,7.375568196550572,8.80221233213556,evspsblpot
36,8.09229496576956,6.507536679900279,9.125288217754191,evspsblpot
37,8.150282302833665,6.501574839600721,9.316182078178972,evspsblpot
38,8.574010559018742,7.674527856726968,9.412146840903914,evspsblpot
39,8.753424735967748,7.569521426807302,9.536657903984288,evspsblpot
40,8.488627218032404,4.567926425456366,9.161152468279974,evspsblpot
41,8.59293698491096,8.275385557466274,9.312514732712122,evspsblpot
42,8.564099256393133,7.745397861599618,9.577528217348458,evspsblpot
43,8.628328672181494,7.689937763901825,9.32576206263915,evspsblpot
44,8.675565296273334,7.946865099687609,9.44139550298501,evspsblpot
45,8.619377568969878,6.726706402678943,9.910134733534312,evspsblpot
46,8.647159483188213,7.411977326064073,9.68880088804533,evspsblpot
47,8.852460018912891,7.999502397898559,10.052751622451575,evspsblpot
48,8.756032562437063,8.1814620414063,10.14145889160631,evspsblpot
49,8.643528354410154,7.94524526935135,9.851590484727407,evspsblpot
50,8.740269567192824,7.870898863977729,10.174281672670398,evspsblpot
51,9.03955715803168,7.712076435411,11.081836408074018,evspsblpot
52,9.262033658950303,7.2510973577577635,10.3383320643282,evspsblpot
53,9.445705162100046,8.515099488224669,10.971770904872137,evspsblpot
54,9.198073059261025,8.350733616515475,10.315169158054333,evspsblpot
55,9.188862838422944,8.317567689012842,10.116367371823623,evspsblpot
56,9.146204443166697,7.589463299198047,10.85593806824994,evspsblpot
57,9.309602478393835,8.194569395260473,10.246656458313131,evspsblpot
58,9.427484873485303,8.337311276257802,10.70495977660385,evspsblpot
59,9.594945895004036,8.44507741467341,11.491984286494173,evspsblpot
60,9.365132787705285,8.095037169153661,11.03875917413111,evspsblpot
61,9.296355463490544,8.688182895408913,10.157457090046627,evspsblpot
62,9.307462416489665,8.74331491723127,9.761408439712001,evspsblpot
63,9.264409844872116,8.058442559785266,9.690177067265605,evspsblpot
64,9.415922684153399,8.250496216016684,10.099024276530619,evspsblpot
65,9.392897834664256,7.971610374553659,10.468930286755475,evspsblpot
66,9.43584843623661,8.453299362020102,10.577054741782687,evspsblpot
67,9.315993154332002,8.836365306313422,9.623928588598211,evspsblpot
68,9.25514496013647,8.748206296365005,9.74179708789791,evspsblpot
69,9.451452230417404,8.3313085855147,10.08444918251784,evspsblpot
70,9.567476802473545,8.792761485345574,10.191215191145874,evspsblpot
71,9.43923559165062,8.617733276627476,10.06023301809266,evspsblpot
72,9.306131280775146,8.701183630171068,9.692724242157261,evspsblpot
73,9.291814469405269,8.652029190393264,9.779005900677927,evspsblpot
74,9.525761116458392,8.776706910416038,10.041510531265041,evspsblpot
75,9.573957571362307,9.030684286418278,9.98537108446863,evspsblpot
76,9.54724811634096,9.08261639913013,9.911060147213814,evspsblpot
77,9.620353537355724,8.503781377554898,10.012761380933062,evspsblpot
78,9.635417941766036,8.500581210776808,10.131940001449632,evspsblpot
79,9.73929140830617,9.261295494546053,10.268854036788385,evspsblpot
80,9.714718367711633,9.104843832531657,10.407202625575364,evspsblpot
81,9.737436765885802,8.917730248503839,10.528287476083392,evspsblpot
82,9.75205287627657,8.797500006121844,11.670476861823198,evspsblpot
83,9.742245036959746,8.606228948404722,10.444206579004609,evspsblpot
84,9.843167450161504,7.948535703517369,10.799201374078706,evspsblpot
85,9.921730828124618,8.629342569592433,10.540343552426583,evspsblpot
86,9.97874506222892,8.490232586780737,11.141621023868026,evspsblpot
87,9.896362298239763,8.945888459100983,11.18220530722494,evspsblpot
88,9.835488911075679,8.891077049727704,10.733456991738223,evspsblpot
89,9.71729958042604,8.23858318824727,10.77583676516,evspsblpot
90,9.868220708992848,8.119088221362716,10.969792980874088,evspsblpot
91,9.878505230591463,8.38896035688458,10.808501642358458,evspsblpot
92,9.975632386144726,8.3066974379618,10.711289148785403,evspsblpot
93,10.079426921684659,9.580494409567544,10.706747244182248,evspsblpot
94,10.23782891233096,9.44290470429875,11.153440777198115,evspsblpot
95,10.13773439111234,8.84863353083449,10.932423056548146,evspsblpot
96,10.069737656175468,8.54489377864595,10.70271855389771,evspsblpot
97,10.162030580075783,8.598874012495877,10.9265503678901,evspsblpot
98,10.180923059800396,8.591285397367296,10.963132391295128,evspsblpot
99,10.05465673713324,8.448627827397212,10.65110705073804,evspsblpot
100,9.846092451142603,8.499651761968797,10.839890698574722,evspsblpot
101,9.779434184228966,8.690128696401173,10.537241815545455,evspsblpot
102,9.950156240639066,8.734236697998364,10.811795067988776,evspsblpot
103,10.033111467629276,8.806592646279766,11.279526275778636,evspsblpot
104,9.843484327329918,8.56384006474063,11.320723006598099,evspsblpot
105,9.626665283814498,8.340547307948688,10.11862467398726,evspsblpot
106,9.645100839803739,7.957849120046947,10.21262698805997,evspsblpot
107,9.783501471354498,7.848542089007901,10.737493028090151,evspsblpot
108,9.725734093835168,8.28336944560927,10.63393047385136,evspsblpot
109,9.722216900678259,8.281058790741975,10.65952879103909,evspsblpot
110,9.65799788939072,8.486752084126563,10.536456731186417,evspsblpot
111,9.81995433651743,8.454375811391323,10.654387159975117,evspsblpot
112,9.739152667032991,8.75915944204563,10.613902554965117,evspsblpot
113,9.555394550105197,8.260249999819793,10.297588060624992,evspsblpot
114,9.469086481402249,8.392632115772933,10.141683248815157,evspsblpot
115,9.481380561670083,8.362745676078662,10.290674067809592,evspsblpot
116,9.49205941624837,7.355469780381225,10.70974386184645,evspsblpot
117,9.45302851852607,7.571385533679759,10.41276128892242,evspsblpot
118,9.198689010285419,6.97303032798474,10.17915571720298,evspsblpot
119,9.412127345716753,8.248882106359993,9.98371511098681,evspsblpot
120,9.453641638561631,8.401597495778553,10.036604699946974,evspsblpot
121,9.43294518858387,6.400742193348186,10.220807264981985,evspsblpot
122,9.26366200921597,6.155892965021262,10.18593568586955,evspsblpot
123,9.38794372116687,8.21358785139664,10.165274112192844,evspsblpot
124,9.580119265225331,8.504414736597901,10.43194123841281,evspsblpot
125,9.674135753418842,8.78942074717139,10.948737456063391,evspsblpot
126,9.610193329588835,8.856837596080334,10.762175447585706,evspsblpot
127,9.498932007618047,8.711892903560086,10.306926590516985,evspsblpot
128,9.757413316989803,8.920784006563515,10.58886837703958,evspsblpot
129,9.611097600301878,8.177522945871935,10.80978571298232,evspsblpot
130,9.636417147902566,8.914393487489207,10.53771096536949,evspsblpot
131,9.466152465261995,8.927070718442955,10.025023162241425,evspsblpot
132,9.514441120283157,8.947368405503928,10.030568675892884,evspsblpot
