year,ref,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,CCLM4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp45,CCLM4_AFR-44_ICHEC-EC-EARTH_rcp85,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CCLM4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,CRCM5_AFR-44_CCCma-CanESM2_rcp45,CRCM5_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp26,CSC_AFR-44_ICHEC-EC-EARTH_rcp45,CSC_AFR-44_ICHEC-EC-EARTH_rcp85,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp26,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp45,CSC_AFR-44_MPI-M-MPI-ESM-LR_rcp85,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp45,HIRHAM5_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp26,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp45,RACMO22T_AFR-44_ICHEC-EC-EARTH_rcp85,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp26,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp45,RACMO22T_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp26,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp26,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp26,REMO2009_AFR-44_IPSL-IPSL-CM5A-LR_rcp85,REMO2009_AFR-44_MIROC-MIROC5_rcp26,REMO2009_AFR-44_MIROC-MIROC5_rcp85,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp26,REMO2009_AFR-44_MOHC-HadGEM2-ES_rcp85,REMO2009_AFR-44_NOAA-GFDL-GFDL-ESM2G_rcp26
1991,0.0,912.709710548507,768.7915242516028,692.7780113735109,555.2505091032101,554.8611347423574,524.8021356248228,231.39310578252207,-126.91251809610583,102.75950561214108,84.06167809347426,160.50119830554286,207.8856712179604,223.57520761137198,284.3524409752026,111.52199646698205,111.84914640204147,165.19155150652614,140.76630974218097,217.7798672488791,388.40636286233246,528.1224989433442,483.59806745770345,80.52948401374101,144.7482078699827,-84.64708825106527,-86.76319847332547,-493.4827020427638,-604.0050609246057,-350.2015087703878,-390.23327931861627,-308.8057508643094,254.3624943992752,364.41844536205826,-193.43742970061112,-343.89599672124973,-322.5097718933532,100.7650829250606,285.56412611067503,180.89612639015763,-323.5585877480894,-347.31112029877363,-333.7405640406557,198.80316038604087,99.24069712485982,248.03310468838413,-940.3118044438886,-851.5374518469505,347.9725163407393,361.9214543637951,229.99751314521473,307.7516928200939,501.3676658798606,549.9672585575452,-274.20419598313606
1992,,257.3595062189777,237.100589065878,296.31803202819117,321.36597325094647,515.3682120417031,505.9691255150947,288.8619994022947,-226.0458399180709,135.849438485287,162.4718566344436,222.0131039103701,228.32848902929334,260.17138905670345,315.202758667872,458.8467674356109,451.2072119215618,72.70086261787094,104.48732780098578,123.36529336857427,466.52284142211556,578.796852101814,548.9994910730916,177.6161922614267,184.40232332855794,-22.39426697590386,-66.3329031655253,-618.3156553030699,-664.9617696679015,-321.77444321770645,-275.50337459317893,-268.2966626658879,538.0777241220082,430.50696522342037,-229.1593349293696,-382.66828114856094,-341.73061576839723,238.7113080367883,354.9017762677413,282.2149753116937,-336.6738703987985,-332.19659155958607,-360.5650596659418,588.6060987654516,395.16719255600947,468.6393650976004,-740.6462424717614,-721.2031620394359,298.41353442791876,406.8273799540566,256.45920078307336,431.17065916723254,424.0522619340629,429.3863730005844,-11.857712175120469
1993,,346.1486643148346,320.5223238375237,523.1189327444898,552.805396599599,437.72443936329944,493.51107660799573,347.5228944013704,-223.24396537230518,81.694012399847,72.06736163065091,47.27168378055342,264.9550382150876,325.7257699983618,394.51994690267816,330.2177684879125,331.9323297942658,306.30194798730713,333.05781987823457,363.24701461507425,274.713279116591,339.3458290882153,322.04116326629173,247.91175398523274,331.47733162241343,-74.78254116731614,-104.69982793234635,-215.2969546037839,-376.03920518996415,-276.90987054639277,-262.808443991574,-216.47543744290874,271.89971032641733,214.39726667111836,-24.75775886530778,-178.95142779906018,-171.53531270276835,69.15771318776137,42.9528046380035,-9.687146435899876,-338.9286397563337,-319.4029435876582,-319.5150520477871,95.80841967043989,4.178233886760609,19.63128180417641,-673.6320366542751,-672.9391616725237,412.9263006583319,491.79080763339437,386.68959017135035,500.5605286286375,462.4110508090853,464.85581207058635,-21.83701533500357
1994,,442.35119540507003,438.3741386556318,689.6202198591029,688.2034240160731,244.04380307881786,291.3422852830612,256.9984801921439,-223.0636458317556,4.51646405256588,14.576277596901264,43.70084117750548,-30.73370404878301,11.918911713171155,6.340082641904473,372.89365061430044,330.3413005766254,117.43615180464803,241.04203022906495,188.47727950264027,324.95290615084957,368.39603722536174,364.0701634415732,161.86234995746486,240.72965878207356,-135.0270685247458,-181.9722941167472,-586.7737415537686,-687.8899534437941,-128.26222424829905,-176.48423904222602,-98.91856375229804,448.04873616840473,391.40178384167007,-404.15124398599244,-566.9703308953868,-540.9937247137883,-71.02534459397782,-10.837509937461846,-108.64664153808644,-326.1398604254424,-327.51956681832837,-335.2324293886627,237.86263970460675,122.07092816942907,156.277304867241,-660.9304468248827,-643.1103275816977,279.57812879039557,314.46334887184105,87.1792185402702,156.6479864705468,328.29289369168873,368.05322294662335,82.46946238859323
1995,,294.2073780921505,353.5897190845611,169.56313391663434,185.53846136357072,369.1676480854022,419.988538557762,264.05674925173025,-252.08892668848034,58.623171438220766,121.36716966342749,130.26344266943136,30.89528162594661,-18.922857819353112,78.80057866353809,105.99608164455617,251.48298468550684,56.63284903469855,57.833839916636975,101.88139780897131,595.0265446976323,752.9017692864829,560.4189784382663,116.80324440296181,180.47180771880767,-21.292769566688094,-40.570129749081616,-394.5430174505565,-483.75413115261745,-301.354381365603,-285.318111315646,-303.45441524745013,588.1725779470864,508.27491300422867,-326.7556370197592,-427.8821616952765,-421.3605957478119,80.14144847619696,162.04022014756674,42.22884680458856,-621.3274832635606,-603.6095404369395,-619.7802747477031,117.39605308765806,57.32356082434217,95.14665027469448,-634.3111481796079,-627.4751899094053,200.79168241205912,278.3678498834572,190.7883499517111,295.7924674153219,562.4646807463221,672.401696945067,-18.643593154622295
1996,,563.7508964122142,751.0326643471278,399.70853665841025,387.73684778327276,710.0082484798797,723.1583039963161,296.0934479346397,-344.51154023470826,120.40310643858356,89.85575362217162,158.4850265697943,-249.76984486692766,-249.68589548889793,-201.8937138281608,266.9627326529369,208.76568613355232,184.20178336629408,201.07916574241858,232.66641991267375,375.5701982349401,579.2593459059896,552.9007704627211,39.13938425096046,89.48612798465058,-6.526384233864064,-3.030695190397637,-419.95385376179183,-489.065531500888,-316.23876003521593,-348.23410245950936,-253.22837893803342,186.37981403509332,159.68115876136835,-382.88341283116733,-469.2541961646714,-414.6111329931009,-28.88166709333825,6.632874271899595,-41.2563807186184,-373.68900812918764,-371.93989941175755,-413.97417935596513,160.5921335530013,38.524977228125294,159.25333629361398,-658.796754705245,-689.88208208035,195.76392029127294,255.92175224202663,330.2010288901754,401.7376403971091,311.91419407775163,374.1903174988878,5.401465602825965
1997,,437.7628937708274,402.79616108868186,626.1681522327374,583.8072618223559,465.3517765648686,544.6065405415212,299.6821528277062,-386.0093410049153,331.1042289967204,276.5718683293089,347.844996983549,129.69124104364505,155.51131058050487,283.82003377630986,379.15015032951555,379.51974270951973,364.95699723581333,421.7592013106869,390.64508386104217,511.4635180846226,580.2638794254688,478.7665677613338,241.22365191509334,267.91596692028065,-16.856341268208553,-12.119914783687136,-418.3926056076149,-462.6814449353383,-264.3345460155299,-318.0752734943128,-175.08646737497224,288.5328630805818,261.18137388698074,-170.492140549748,-388.8554417007301,-372.23430382168,182.41054931427811,258.4664650033171,179.38993002331904,-378.42250229227807,-453.8627062198202,-438.837473926523,211.00149134640776,131.3020959847055,136.42772175516996,-616.463373465368,-625.7300398171092,378.9576164856212,460.9475755172173,324.9939805088345,378.7153695124978,406.1739225318199,541.557114616257,55.10683946620543
1998,,439.9383843832047,492.1266524988812,281.79023460868393,272.9532325545771,215.46868252105287,225.618463272489,254.69053577721775,-129.57619563942353,-100.61579787986079,-221.4876226618817,-60.61947409143545,-99.63383624881874,-96.57696612952611,-39.49455801823967,415.43828410147194,407.1731299511839,275.6209315266633,310.64930894632016,294.11182069128756,403.8419206853172,598.3321645729657,463.7816516064479,67.63544720663867,177.29932049828983,-4.655022355929532,-108.38748880478249,-217.16548858027386,-239.68384919800815,-94.72511194762524,-113.34950746086588,-66.92792868898482,209.56247358233975,175.24936484033788,-398.4692248886106,-508.82111262860235,-556.6457459221833,-516.9157254376711,-460.42734321563694,-533.928324375474,-230.48607743874015,-238.85473850131712,-223.81224103067382,40.098753568993175,-73.37380163872274,19.39179201166951,-507.0407692316953,-513.1399408776152,210.2548950702203,352.79066894124037,296.9313909395753,293.36759378922716,302.72486925746375,356.98838132934225,119.26580287902584
1999,,488.78867988835464,473.1324055226388,361.31112428184645,360.83022155352353,205.65028474553537,242.99981728916555,249.6533853569183,-165.55633088621516,84.8573294571338,121.68893155502974,136.01720365154335,28.243514812897047,47.979213889982816,63.44806220238945,359.56871983241194,427.76085780600897,278.45045836440454,427.4637459593944,337.00920830757536,746.5009502899002,917.6230445547164,715.8346901082177,412.10197308784154,390.65975197111834,25.605681736694578,-41.05068186571748,-346.56874324104797,-431.0845082454359,-295.172459615853,-239.57112993073667,-223.88499551412235,421.0681307865034,457.5131135304184,-156.88568894150808,-275.45151882527193,-285.11396700928276,244.55259648433662,294.2185677962086,263.9579445698066,-424.7247892692867,-392.35621998228385,-446.7841300395778,453.84722375994943,379.8386004426741,429.34194052226826,-493.22421478147214,-482.47386607670967,169.59514957221677,204.52382697211738,28.06554761347786,177.7770282313411,535.6078229853345,576.6882105671345,-294.77861573334894
2000,,470.23629812082925,463.52792992823015,533.1868958280702,553.3229134959963,468.23780503932994,502.47102450893294,206.61486644364527,-264.7929524314561,132.05356610383785,103.5511260670113,140.29537665999067,-64.97850194715397,-76.7636546840397,-7.399860777439926,387.2311550794748,390.69622351351495,298.1844734909971,360.96555298527096,358.98846901485445,247.73079503372833,255.02257590673048,248.72695247549984,199.52042069526692,278.3604001586664,66.31970165688722,17.249176690345394,-505.6180400715716,-563.5197812505497,-247.27848974008384,-260.8072255233867,-207.7735069251837,235.96903393151456,96.72173495247478,-105.6280939619212,-261.1510859012435,-283.03708930947073,-97.7440507062197,-28.646903363919137,-126.92560953655072,-280.04508186119733,-284.1629020290243,-278.64455359611316,100.5567943565951,51.48076725311432,60.03925942933586,-687.7257151871161,-686.4131715078702,410.7385173187515,607.4692804289009,243.52758965052715,336.62266461304137,195.08659927170925,292.56599084698325,-263.89278727641886
