year,ref,RCA4_AFR-44_CCCma-CanESM2_rcp45,RCA4_AFR-44_CCCma-CanESM2_rcp85,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45,RCA4_AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45,RCA4_AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85,RCA4_AFR-44_ICHEC-EC-EARTH_rcp26,RCA4_AFR-44_ICHEC-EC-EARTH_rcp45,RCA4_AFR-44_ICHEC-EC-EARTH_rcp85,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp45,RCA4_AFR-44_IPSL-IPSL-CM5A-MR_rcp85,RCA4_AFR-44_MIROC-MIROC5_rcp26,RCA4_AFR-44_MIROC-MIROC5_rcp45,RCA4_AFR-44_MIROC-MIROC5_rcp85,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp26,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp45,RCA4_AFR-44_MOHC-HadGEM2-ES_rcp85,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp26,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp45,RCA4_AFR-44_MPI-M-MPI-ESM-LR_rcp85,RCA4_AFR-44_NCC-NorESM1-M_rcp26,RCA4_AFR-44_NCC-NorESM1-M_rcp45,RCA4_AFR-44_NCC-NorESM1-M_rcp85,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45,RCA4_AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85
1991,0.0,-11.592431807183857,-6.848430167820879,35.86380295318395,58.35829899001783,19.091804986515854,55.85980798008495,-3.557680189084749,9.182424617679317,26.699311784570455,-18.214634858127283,-2.337041169058466,-3.435234411109377,-8.357314017516728,-1.9584919861740673,3.37597476103565,-6.3116303551482815,24.714846297427812,20.435265475443884,22.648785593415596,64.88307347235332,-27.207528901227306,2.849761161200149,-2.8360613586041836,44.35559105474749,49.48629334013276
1992,,-7.810082390727075,-3.834513848955794,19.575504607374114,39.51859114123408,102.72607988363825,158.9593523799731,-9.974324685053489,5.456617618773635,21.895587689676177,-24.804452209658393,-8.538232796569446,-8.294425392253288,-4.34075233843123,2.640165822862855,-21.28611242178249,-50.349564734056,-23.638138803151378,-1.861065710472758,6.11608288724392,43.75100913562346,-70.76760041477428,-51.32996904016363,-42.1252796232684,-9.122878421739188,5.043022246831242
1993,,-29.72095552908104,-21.410636611047266,-9.248439153181153,8.36609575973307,32.60012975840118,78.8989292314709,-20.397430058334976,-6.761688705902998,5.17444504803143,22.596617746427455,39.004906822985504,-2.505976098554129,9.298051871868665,17.874105225830135,13.541969934613917,-7.588486485362864,27.00232638789612,24.712437188920376,35.0434649732606,68.23573836868536,-5.867016427994713,13.443443229199147,18.555192718823037,-17.27296643086629,-11.655045805756345
1994,,-31.845471475088743,-24.1950180501467,21.984726272483385,39.0231098702975,14.11262255856218,62.13804314229219,0.7620463053335698,14.070687888732209,30.56931649216358,-11.814994080253655,0.5569584887653036,-45.26633880622376,-32.608622452824875,-28.865449330271986,1.7253170168442011,-31.361424966703908,5.978054635862009,1.1552334318407702,20.096643648381814,50.09037378461335,-5.898263310933089,15.192430918237733,22.384281858680424,7.932603701760399,18.86435520347777
1995,,-37.3325644258166,-23.800973928046005,-4.856306944393054,17.13862876614985,92.21834909670906,144.25246122111457,-26.365990795698963,-9.939137976019992,-0.6674923104546906,-21.47602083198126,-11.063045661412616,7.0772063163899475,19.036402101393833,18.13721359821102,10.827421357137155,-20.87108261485173,5.890784514740972,-32.11653534852576,-18.277519653338004,14.842190761104575,-23.847461152474352,0.3753983504966527,6.809238493710382,49.979249930476726,69.17344583601607
1996,,37.008025586934764,49.7456337821086,30.403407746715857,41.47571183596392,32.281242765297975,80.91181667898854,-49.96560470076838,-35.81815962775181,-18.69654233424353,93.58462935638318,110.75572938599953,-0.9352868792243498,-10.022414360376388,-1.8653069567899365,33.551967858059015,11.369678946408385,40.17496115215363,43.041419629514166,48.39215712449186,86.10967857736887,-17.485239104949414,5.138166912000088,6.34028946935814,0.7504299016682126,13.854237367354472
1997,,9.351180786168698,28.687738500374053,13.414706482061774,38.93362906354423,94.28071545106832,126.71140292126802,13.585737985838023,27.07821853815085,46.8688700679204,32.17607001643455,50.266385409618124,8.37827231691881,9.473074656724293,18.57943269970383,11.838928303503508,-13.440586606897341,8.090435273942148,-2.5807448335417575,7.664921301608501,48.401185413418716,31.49890898076319,46.06111122781749,50.28157026060035,31.672918605714585,42.03282322221821
1998,,8.988225477766719,12.676887058326429,13.16662135774095,27.39345986234639,59.2643354976376,95.76455027149314,44.16727862281914,59.83114170693625,77.83817616298984,49.06725712695061,69.39131019555225,2.143185874087976,5.256976257790484,15.27520590721906,22.718482881402906,9.78327589206674,36.568366244823665,-42.1909449310815,-22.527683896835242,-0.843043754287919,19.832886530613905,34.455199386350614,42.76715314366538,6.545093134265699,23.59526297488992
1999,,-31.979505667625745,-27.026791777270773,-16.1413078814262,6.778782525504539,44.51919364720288,83.11423640794874,-3.5185910557011084,21.173726366095252,31.088660940031332,-28.289367014792333,-14.568562559865313,9.28653224430036,16.009755562647115,26.501279484664792,8.4973494075698,-10.021184255057506,20.030688725570144,11.997526847663266,27.09375373330522,53.76401558713451,6.222566994411409,23.149937026195403,31.506849783692815,-24.017426487839657,-8.889118194225375
2000,,-29.549188740548743,-22.516720201569115,57.86566482396756,92.18322940014787,16.30841188641898,67.8100262356752,33.58420187641286,55.72471341395112,70.44920305713458,6.504223883996474,20.92200766386486,-21.10391012647733,-11.017084186009924,3.4638685228837858,53.52840436179804,45.414970956796424,67.76178662319671,20.491240788320283,38.52498787569402,76.21116138636944,33.68790379814345,50.51565453876401,56.53238111649625,-19.692645659546088,-12.735401342766636
