day,mean,min,max,var
1,0.0,0.0,0.0,pr
2,0.0,0.0,0.0,pr
3,0.0,0.0,0.0,pr
4,0.0,0.0,0.0,pr
5,0.0,0.0,0.0,pr
6,0.0,0.0,0.0,pr
7,0.0,0.0,0.0,pr
8,0.0,0.0,0.0,pr
9,0.0,0.0,0.0,pr
10,0.0,0.0,0.0,pr
11,0.0,0.0,0.0,pr
12,0.0,0.0,0.0,pr
13,0.0,0.0,0.0,pr
14,0.0,0.0,0.0,pr
15,0.0,0.0,0.0,pr
16,0.0,0.0,0.0,pr
17,0.0,0.0,0.0,pr
18,0.0,0.0,0.0,pr
19,0.0,0.0,0.0,pr
20,0.0,0.0,0.0,pr
21,0.0,0.0,0.0,pr
22,0.0,0.0,0.0,pr
23,0.0,0.0,0.0,pr
24,0.0,0.0,0.0,pr
25,0.0,0.0,0.0,pr
26,0.0,0.0,0.0,pr
27,0.0,0.0,0.0,pr
28,0.0,0.0,0.0,pr
29,0.0,0.0,0.0,pr
30,0.0,0.0,0.0,pr
31,0.0,0.0,0.0,pr
32,0.0,0.0,0.0,pr
33,0.0,0.0,0.0,pr
34,0.0,0.0,0.0,pr
35,0.0,0.0,0.0,pr
36,0.0,0.0,0.0,pr
37,0.0,0.0,0.0,pr
38,0.0,0.0,0.0,pr
39,0.0,0.0,0.0,pr
40,0.0,0.0,0.0,pr
41,0.0,0.0,0.0,pr
42,0.0,0.0,0.0,pr
43,0.0,0.0,0.0,pr
44,0.0,0.0,0.0,pr
45,0.0,0.0,0.0,pr
46,0.0,0.0,0.0,pr
47,0.0,0.0,0.0,pr
48,0.0,0.0,0.0,pr
49,0.0,0.0,0.0,pr
50,0.0,0.0,0.0,pr
51,0.0,0.0,0.0,pr
52,0.0,0.0,0.0,pr
53,0.0,0.0,0.0,pr
54,0.0,0.0,0.0,pr
55,0.0,0.0,0.0,pr
56,0.0,0.0,0.0,pr
57,0.0,0.0,0.0,pr
58,0.0,0.0,0.0,pr
59,0.0,0.0,0.0,pr
60,0.0,0.0,0.0,pr
61,0.0,0.0,0.0,pr
62,0.0,0.0,0.0,pr
63,0.0,0.0,0.0,pr
64,0.0,0.0,0.0,pr
65,0.0,0.0,0.0,pr
66,0.0,0.0,0.0,pr
67,0.0,0.0,0.0,pr
68,0.0,0.0,0.0,pr
69,0.0,0.0,0.0,pr
70,0.0,0.0,0.0,pr
71,0.0,0.0,0.0,pr
72,0.0,0.0,0.0,pr
73,0.0,0.0,0.0,pr
74,0.0,0.0,0.0,pr
75,0.0,0.0,0.0,pr
76,0.0,0.0,0.0,pr
77,0.0,0.0,0.0,pr
78,0.0,0.0,0.0,pr
79,0.0,0.0,0.0,pr
80,0.0,0.0,0.0,pr
81,0.0,0.0,0.0,pr
82,0.0,0.0,0.0,pr
83,0.0,0.0,0.0,pr
84,0.0,0.0,0.0,pr
85,0.0,0.0,0.0,pr
86,0.0,0.0,0.0,pr
87,0.0,0.0,0.0,pr
88,0.0,0.0,0.0,pr
89,0.0,0.0,0.0,pr
90,0.0,0.0,0.0,pr
91,0.0,0.0,0.0,pr
92,0.0,0.0,0.0,pr
93,0.0,0.0,0.0,pr
94,0.0,0.0,0.0,pr
95,0.0,0.0,0.0,pr
96,0.0,0.0,0.0,pr
97,0.0,0.0,0.0,pr
98,0.0,0.0,0.0,pr
99,0.0,0.0,0.0,pr
100,0.0,0.0,0.0,pr
101,0.0,0.0,0.0,pr
102,0.0,0.0,0.0,pr
103,0.0,0.0,0.0,pr
104,0.0,0.0,0.0,pr
105,0.0,0.0,0.0,pr
106,0.0,0.0,0.0,pr
107,0.0,0.0,0.0,pr
108,0.0,0.0,0.0,pr
109,0.0,0.0,0.0,pr
110,0.0,0.0,0.0,pr
111,0.0,0.0,0.0,pr
112,0.0,0.0,0.0,pr
113,0.0,0.0,0.0,pr
114,0.0,0.0,0.0,pr
115,0.0,0.0,0.0,pr
116,0.0,0.0,0.0,pr
117,0.0,0.0,0.0,pr
118,0.0,0.0,0.0,pr
119,0.0,0.0,0.0,pr
120,0.0,0.0,0.0,pr
121,0.0,0.0,0.0,pr
122,0.0,0.0,0.0,pr
123,0.0,0.0,0.0,pr
124,0.0,0.0,0.0,pr
125,0.0,0.0,0.0,pr
126,0.0,0.0,0.0,pr
127,0.0,0.0,0.0,pr
128,0.0,0.0,0.0,pr
129,0.0,0.0,0.0,pr
130,0.0,0.0,0.0,pr
131,0.0,0.0,0.0,pr
132,0.0,0.0,0.0,pr
133,0.0,0.0,0.0,pr
134,0.0,0.0,0.0,pr
135,0.0,0.0,0.0,pr
136,0.0,0.0,0.0,pr
137,0.0,0.0,0.0,pr
138,0.0,0.0,0.0,pr
139,0.0,0.0,0.0,pr
140,0.0,0.0,0.0,pr
141,0.0,0.0,0.0,pr
142,0.0,0.0,0.0,pr
143,0.0,0.0,0.0,pr
144,0.04394783044291419,0.0,1.0632162668095286,pr
145,0.18468526866176288,0.0,3.951136709206409,pr
146,0.4039933041236099,0.0,3.7657331494833257,pr
147,0.1251032548362424,0.0,3.0838408451768604,pr
148,0.3574667662274544,0.0,3.4156509906584187,pr
149,1.7753378982282264,0.0,16.415909005789985,pr
150,0.927792598841823,0.0,10.263237232036905,pr
151,1.8119148879218547,0.0,17.791251414704412,pr
152,1.946343175706606,0.0,20.96557809922371,pr
153,2.2369990715178725,0.0,16.4794567942736,pr
154,0.534001297293999,0.0,4.00617378284776,pr
155,1.236523549618602,0.0,21.042405647710282,pr
156,2.619895994340956,0.0,23.173427475104337,pr
157,1.7926577609434489,0.0,20.371193978581584,pr
158,1.7136159950378105,0.0,13.25831840543048,pr
159,2.8447743863389103,0.0,35.304792094777426,pr
160,3.647600116086969,0.0,18.878744427357706,pr
161,3.843556602137454,0.0,19.521184128096788,pr
162,4.406325111054362,0.0,28.37997381635402,pr
163,3.5669258914287654,0.0,18.937330047590393,pr
164,6.04757918900152,0.0,21.708594204466863,pr
165,5.127480545069407,0.0,34.3170989891344,pr
166,6.324070379298407,0.0,25.00223933049772,pr
167,4.515582691501886,0.0,26.32239802854046,pr
168,1.7422417101138774,0.0,15.298558781450344,pr
169,2.1992992739476267,0.0,20.694772244889766,pr
170,2.8461975813065736,0.0,17.71871816733935,pr
171,3.45415513936194,0.0,16.89068698668776,pr
172,2.6465432283045454,0.0,22.232436461115526,pr
173,1.6556043970982455,0.0,24.166714493259832,pr
174,1.3747317497866944,0.0,17.94110270914141,pr
175,3.073827979099288,0.0,21.174509263270902,pr
176,1.3922547172993445,0.0,10.795726937597744,pr
177,3.01500228912754,0.0,18.176309656189527,pr
178,4.281890577093642,0.0,25.594054671504182,pr
179,4.210597382202957,0.0,18.58254854776314,pr
180,2.966107761002126,0.0,20.35512969069867,pr
181,3.5544572184012195,0.0,18.420034374908695,pr
182,2.723108240877696,0.0,19.900488515399605,pr
183,3.79773054219045,0.0,19.769771643159235,pr
184,5.320633151339831,0.0,25.53005417383589,pr
185,6.212917000727139,0.0,28.81498263059214,pr
186,3.2287608651441073,0.0,23.11879655880523,pr
187,5.261345617009472,0.0,25.760050791862323,pr
188,4.263494800500333,0.0,20.523557045780933,pr
189,6.501784148739729,0.0,36.44412968994828,pr
190,7.131590663151573,0.0,24.444775818749935,pr
191,7.732430597003125,0.0,21.740956092357607,pr
192,5.598966557686732,0.0,25.7598783079661,pr
193,11.262842053694133,0.0,37.22845852614455,pr
194,8.395168487182584,0.0,22.333414298917972,pr
195,9.828931799382575,0.0,32.766886346181685,pr
196,9.8551275826606,0.0,55.02860745151,pr
197,9.063804173980406,0.0,32.70881327599587,pr
198,8.478215126415547,0.0,32.93522415676524,pr
199,14.969368780503574,0.0,65.96007732294996,pr
200,12.425116271139187,0.0,38.85664056260166,pr
201,8.597504669202577,0.0,26.27110522951162,pr
202,10.613915341006377,0.0,45.72827471610077,pr
203,12.503309140899246,0.0,49.78314193542699,pr
204,9.340512171680416,0.0,55.09532832332339,pr
205,8.961642953025724,0.0,30.704461893533306,pr
206,12.656331770512159,0.0,45.880460180127024,pr
207,7.5609610855002725,0.0,23.43879875126778,pr
208,8.577497419290195,0.0,35.7626202527872,pr
209,15.339037131534393,0.0,35.90850793884298,pr
210,8.854858805027506,0.0,26.64541529333744,pr
211,16.687237887801686,0.0,48.0513075311564,pr
212,11.173931382790222,0.0,73.00649545704972,pr
213,9.96859391310222,0.0,33.16490613347978,pr
214,11.373837148830336,0.0,65.65078463803422,pr
215,8.330790095659703,0.0,31.32213841248027,pr
216,8.352920785852811,0.0,34.80277764796815,pr
217,6.852300171702558,0.0,37.83609560829073,pr
218,10.057734799771207,0.0,38.83098518920167,pr
219,13.990496599376183,0.0,38.68732769929208,pr
220,14.074364197841861,0.0,41.08413492226974,pr
221,14.427809800658888,0.0,45.693644202592026,pr
