stn,idx,rcp,hor,stat,centile,val
enacts,tx_days_above,rcp26,1991-2020,mean,-1,17.409064
enacts,tx_days_above,rcp26,1991-2020,mean,-1,17.409064
enacts,tx_days_above,rcp26,2021-2050,mean,-1,
enacts,tx_days_above,rcp26,2051-2080,mean,-1,
enacts,tx_days_above,rcp26,1991-2020,min,-1,11.477778
enacts,tx_days_above,rcp26,2021-2050,min,-1,
enacts,tx_days_above,rcp26,2051-2080,min,-1,
enacts,tx_days_above,rcp26,1991-2020,max,-1,28.766667
enacts,tx_days_above,rcp26,2021-2050,max,-1,
enacts,tx_days_above,rcp26,2051-2080,max,-1,
enacts,tx_days_above,rcp26,1991-2020,centile,1,12.464
enacts,tx_days_above,rcp26,2021-2050,centile,1,
enacts,tx_days_above,rcp26,2051-2080,centile,1,
enacts,tx_days_above,rcp26,1991-2020,centile,10,13.46
enacts,tx_days_above,rcp26,2021-2050,centile,10,
enacts,tx_days_above,rcp26,2051-2080,centile,10,
enacts,tx_days_above,rcp26,1991-2020,centile,50,16.405556
enacts,tx_days_above,rcp26,2021-2050,centile,50,
enacts,tx_days_above,rcp26,2051-2080,centile,50,
enacts,tx_days_above,rcp26,1991-2020,centile,90,22.733333
enacts,tx_days_above,rcp26,2021-2050,centile,90,
enacts,tx_days_above,rcp26,2051-2080,centile,90,
enacts,tx_days_above,rcp26,1991-2020,centile,99,28.651556
enacts,tx_days_above,rcp26,2021-2050,centile,99,
enacts,tx_days_above,rcp26,2051-2080,centile,99,
enacts,tx_days_above,rcp26,1991-2020,mean,-1,17.409064
enacts,tx_days_above,rcp26,2021-2050,mean,-1,
enacts,tx_days_above,rcp26,2051-2080,mean,-1,
enacts,tx_days_above,rcp26,1991-2020,min,-1,11.477778
enacts,tx_days_above,rcp26,2021-2050,min,-1,
enacts,tx_days_above,rcp26,2051-2080,min,-1,
enacts,tx_days_above,rcp26,1991-2020,max,-1,28.766667
enacts,tx_days_above,rcp26,2021-2050,max,-1,
enacts,tx_days_above,rcp26,2051-2080,max,-1,
enacts,tx_days_above,rcp26,1991-2020,centile,1,12.464
enacts,tx_days_above,rcp26,2021-2050,centile,1,
enacts,tx_days_above,rcp26,2051-2080,centile,1,
enacts,tx_days_above,rcp26,1991-2020,centile,10,13.46
enacts,tx_days_above,rcp26,2021-2050,centile,10,
enacts,tx_days_above,rcp26,2051-2080,centile,10,
enacts,tx_days_above,rcp26,1991-2020,centile,50,16.405556
enacts,tx_days_above,rcp26,2021-2050,centile,50,
enacts,tx_days_above,rcp26,2051-2080,centile,50,
enacts,tx_days_above,rcp26,1991-2020,centile,90,22.733333
enacts,tx_days_above,rcp26,2021-2050,centile,90,
enacts,tx_days_above,rcp26,2051-2080,centile,90,
enacts,tx_days_above,rcp26,1991-2020,centile,99,28.651556
enacts,tx_days_above,rcp26,2021-2050,centile,99,
enacts,tx_days_above,rcp26,2051-2080,centile,99,
enacts,tx_days_above,rcp26,1991-2020,mean,-1,17.409064
enacts,tx_days_above,rcp26,2021-2050,mean,-1,
enacts,tx_days_above,rcp26,2051-2080,mean,-1,
enacts,tx_days_above,rcp26,1991-2020,min,-1,11.477778
enacts,tx_days_above,rcp26,2021-2050,min,-1,
enacts,tx_days_above,rcp26,2051-2080,min,-1,
enacts,tx_days_above,rcp26,1991-2020,max,-1,28.766667
enacts,tx_days_above,rcp26,2021-2050,max,-1,
enacts,tx_days_above,rcp26,2051-2080,max,-1,
enacts,tx_days_above,rcp26,1991-2020,centile,1,12.464
enacts,tx_days_above,rcp26,2021-2050,centile,1,
enacts,tx_days_above,rcp26,2051-2080,centile,1,
enacts,tx_days_above,rcp26,1991-2020,centile,10,13.46
enacts,tx_days_above,rcp26,2021-2050,centile,10,
enacts,tx_days_above,rcp26,2051-2080,centile,10,
enacts,tx_days_above,rcp26,1991-2020,centile,50,16.405556
enacts,tx_days_above,rcp26,2021-2050,centile,50,
enacts,tx_days_above,rcp26,2051-2080,centile,50,
enacts,tx_days_above,rcp26,1991-2020,centile,90,22.733333
enacts,tx_days_above,rcp26,2021-2050,centile,90,
enacts,tx_days_above,rcp26,2051-2080,centile,90,
enacts,tx_days_above,rcp26,1991-2020,centile,99,28.651556
enacts,tx_days_above,rcp26,2021-2050,centile,99,
enacts,tx_days_above,rcp26,2051-2080,centile,99,
enacts,tx_days_above,rcp26,1991-2020,mean,-1,17.409064
enacts,tx_days_above,rcp26,2021-2050,mean,-1,
enacts,tx_days_above,rcp26,2051-2080,mean,-1,
enacts,tx_days_above,rcp26,1991-2020,min,-1,11.477778
enacts,tx_days_above,rcp26,2021-2050,min,-1,
enacts,tx_days_above,rcp26,2051-2080,min,-1,
enacts,tx_days_above,rcp26,1991-2020,max,-1,28.766667
enacts,tx_days_above,rcp26,2021-2050,max,-1,
enacts,tx_days_above,rcp26,2051-2080,max,-1,
enacts,tx_days_above,rcp26,1991-2020,centile,1,12.464
enacts,tx_days_above,rcp26,2021-2050,centile,1,
enacts,tx_days_above,rcp26,2051-2080,centile,1,
enacts,tx_days_above,rcp26,1991-2020,centile,10,13.46
enacts,tx_days_above,rcp26,2021-2050,centile,10,
enacts,tx_days_above,rcp26,2051-2080,centile,10,
enacts,tx_days_above,rcp26,1991-2020,centile,50,16.405556
enacts,tx_days_above,rcp26,2021-2050,centile,50,
enacts,tx_days_above,rcp26,2051-2080,centile,50,
enacts,tx_days_above,rcp26,1991-2020,centile,90,22.733333
enacts,tx_days_above,rcp26,2021-2050,centile,90,
enacts,tx_days_above,rcp26,2051-2080,centile,90,
enacts,tx_days_above,rcp26,1991-2020,centile,99,28.651556
enacts,tx_days_above,rcp26,2021-2050,centile,99,
enacts,tx_days_above,rcp26,2051-2080,centile,99,
