stn,idx,rcp,hor,stat,centile,val
enacts,rain_season_prcptot,rcp85,1991-2020,mean,-1,1105.259615
enacts,rain_season_prcptot,rcp85,1991-2020,mean,-1,1105.259615
enacts,rain_season_prcptot,rcp85,2021-2050,mean,-1,
enacts,rain_season_prcptot,rcp85,2051-2080,mean,-1,
enacts,rain_season_prcptot,rcp85,1991-2020,min,-1,1045.2
enacts,rain_season_prcptot,rcp85,2021-2050,min,-1,
enacts,rain_season_prcptot,rcp85,2051-2080,min,-1,
enacts,rain_season_prcptot,rcp85,1991-2020,max,-1,1202.666667
enacts,rain_season_prcptot,rcp85,2021-2050,max,-1,
enacts,rain_season_prcptot,rcp85,2051-2080,max,-1,
enacts,rain_season_prcptot,rcp85,1991-2020,centile,1,1046.816667
enacts,rain_season_prcptot,rcp85,2021-2050,centile,1,
enacts,rain_season_prcptot,rcp85,2051-2080,centile,1,
enacts,rain_season_prcptot,rcp85,1991-2020,centile,10,1065.969444
enacts,rain_season_prcptot,rcp85,2021-2050,centile,10,
enacts,rain_season_prcptot,rcp85,2051-2080,centile,10,
enacts,rain_season_prcptot,rcp85,1991-2020,centile,50,1105.344444
enacts,rain_season_prcptot,rcp85,2021-2050,centile,50,
enacts,rain_season_prcptot,rcp85,2051-2080,centile,50,
enacts,rain_season_prcptot,rcp85,1991-2020,centile,90,1143.702778
enacts,rain_season_prcptot,rcp85,2021-2050,centile,90,
enacts,rain_season_prcptot,rcp85,2051-2080,centile,90,
enacts,rain_season_prcptot,rcp85,1991-2020,centile,99,1191.940278
enacts,rain_season_prcptot,rcp85,2021-2050,centile,99,
enacts,rain_season_prcptot,rcp85,2051-2080,centile,99,
enacts,rain_season_prcptot,rcp85,1991-2020,mean,-1,1105.259615
enacts,rain_season_prcptot,rcp85,2021-2050,mean,-1,
enacts,rain_season_prcptot,rcp85,2051-2080,mean,-1,
enacts,rain_season_prcptot,rcp85,1991-2020,min,-1,1045.2
enacts,rain_season_prcptot,rcp85,2021-2050,min,-1,
enacts,rain_season_prcptot,rcp85,2051-2080,min,-1,
enacts,rain_season_prcptot,rcp85,1991-2020,max,-1,1202.666667
enacts,rain_season_prcptot,rcp85,2021-2050,max,-1,
enacts,rain_season_prcptot,rcp85,2051-2080,max,-1,
enacts,rain_season_prcptot,rcp85,1991-2020,centile,1,1046.816667
enacts,rain_season_prcptot,rcp85,2021-2050,centile,1,
enacts,rain_season_prcptot,rcp85,2051-2080,centile,1,
enacts,rain_season_prcptot,rcp85,1991-2020,centile,10,1065.969444
enacts,rain_season_prcptot,rcp85,2021-2050,centile,10,
enacts,rain_season_prcptot,rcp85,2051-2080,centile,10,
enacts,rain_season_prcptot,rcp85,1991-2020,centile,50,1105.344444
enacts,rain_season_prcptot,rcp85,2021-2050,centile,50,
enacts,rain_season_prcptot,rcp85,2051-2080,centile,50,
enacts,rain_season_prcptot,rcp85,1991-2020,centile,90,1143.702778
enacts,rain_season_prcptot,rcp85,2021-2050,centile,90,
enacts,rain_season_prcptot,rcp85,2051-2080,centile,90,
enacts,rain_season_prcptot,rcp85,1991-2020,centile,99,1191.940278
enacts,rain_season_prcptot,rcp85,2021-2050,centile,99,
enacts,rain_season_prcptot,rcp85,2051-2080,centile,99,
enacts,rain_season_prcptot,rcp85,1991-2020,mean,-1,1105.259615
enacts,rain_season_prcptot,rcp85,2021-2050,mean,-1,
enacts,rain_season_prcptot,rcp85,2051-2080,mean,-1,
enacts,rain_season_prcptot,rcp85,1991-2020,min,-1,1045.2
enacts,rain_season_prcptot,rcp85,2021-2050,min,-1,
enacts,rain_season_prcptot,rcp85,2051-2080,min,-1,
enacts,rain_season_prcptot,rcp85,1991-2020,max,-1,1202.666667
enacts,rain_season_prcptot,rcp85,2021-2050,max,-1,
enacts,rain_season_prcptot,rcp85,2051-2080,max,-1,
enacts,rain_season_prcptot,rcp85,1991-2020,centile,1,1046.816667
enacts,rain_season_prcptot,rcp85,2021-2050,centile,1,
enacts,rain_season_prcptot,rcp85,2051-2080,centile,1,
enacts,rain_season_prcptot,rcp85,1991-2020,centile,10,1065.969444
enacts,rain_season_prcptot,rcp85,2021-2050,centile,10,
enacts,rain_season_prcptot,rcp85,2051-2080,centile,10,
enacts,rain_season_prcptot,rcp85,1991-2020,centile,50,1105.344444
enacts,rain_season_prcptot,rcp85,2021-2050,centile,50,
enacts,rain_season_prcptot,rcp85,2051-2080,centile,50,
enacts,rain_season_prcptot,rcp85,1991-2020,centile,90,1143.702778
enacts,rain_season_prcptot,rcp85,2021-2050,centile,90,
enacts,rain_season_prcptot,rcp85,2051-2080,centile,90,
enacts,rain_season_prcptot,rcp85,1991-2020,centile,99,1191.940278
enacts,rain_season_prcptot,rcp85,2021-2050,centile,99,
enacts,rain_season_prcptot,rcp85,2051-2080,centile,99,
enacts,rain_season_prcptot,rcp85,1991-2020,mean,-1,1105.259615
enacts,rain_season_prcptot,rcp85,2021-2050,mean,-1,
enacts,rain_season_prcptot,rcp85,2051-2080,mean,-1,
enacts,rain_season_prcptot,rcp85,1991-2020,min,-1,1045.2
enacts,rain_season_prcptot,rcp85,2021-2050,min,-1,
enacts,rain_season_prcptot,rcp85,2051-2080,min,-1,
enacts,rain_season_prcptot,rcp85,1991-2020,max,-1,1202.666667
enacts,rain_season_prcptot,rcp85,2021-2050,max,-1,
enacts,rain_season_prcptot,rcp85,2051-2080,max,-1,
enacts,rain_season_prcptot,rcp85,1991-2020,centile,1,1046.816667
enacts,rain_season_prcptot,rcp85,2021-2050,centile,1,
enacts,rain_season_prcptot,rcp85,2051-2080,centile,1,
enacts,rain_season_prcptot,rcp85,1991-2020,centile,10,1065.969444
enacts,rain_season_prcptot,rcp85,2021-2050,centile,10,
enacts,rain_season_prcptot,rcp85,2051-2080,centile,10,
enacts,rain_season_prcptot,rcp85,1991-2020,centile,50,1105.344444
enacts,rain_season_prcptot,rcp85,2021-2050,centile,50,
enacts,rain_season_prcptot,rcp85,2051-2080,centile,50,
enacts,rain_season_prcptot,rcp85,1991-2020,centile,90,1143.702778
enacts,rain_season_prcptot,rcp85,2021-2050,centile,90,
enacts,rain_season_prcptot,rcp85,2051-2080,centile,90,
enacts,rain_season_prcptot,rcp85,1991-2020,centile,99,1191.940278
enacts,rain_season_prcptot,rcp85,2021-2050,centile,99,
