stn,idx,rcp,hor,stat,centile,val
enacts,tx_days_above,rcp26,1991-2020,mean,-1,105.945127
enacts,tx_days_above,rcp26,1991-2020,mean,-1,105.945127
enacts,tx_days_above,rcp26,2021-2050,mean,-1,
enacts,tx_days_above,rcp26,2051-2080,mean,-1,
enacts,tx_days_above,rcp26,1991-2020,min,-1,95.0
enacts,tx_days_above,rcp26,2021-2050,min,-1,
enacts,tx_days_above,rcp26,2051-2080,min,-1,
enacts,tx_days_above,rcp26,1991-2020,max,-1,115.044444
enacts,tx_days_above,rcp26,2021-2050,max,-1,
enacts,tx_days_above,rcp26,2051-2080,max,-1,
enacts,tx_days_above,rcp26,1991-2020,centile,1,95.507111
enacts,tx_days_above,rcp26,2021-2050,centile,1,
enacts,tx_days_above,rcp26,2051-2080,centile,1,
enacts,tx_days_above,rcp26,1991-2020,centile,10,100.28
enacts,tx_days_above,rcp26,2021-2050,centile,10,
enacts,tx_days_above,rcp26,2051-2080,centile,10,
enacts,tx_days_above,rcp26,1991-2020,centile,50,105.955556
enacts,tx_days_above,rcp26,2021-2050,centile,50,
enacts,tx_days_above,rcp26,2051-2080,centile,50,
enacts,tx_days_above,rcp26,1991-2020,centile,90,112.18
enacts,tx_days_above,rcp26,2021-2050,centile,90,
enacts,tx_days_above,rcp26,2051-2080,centile,90,
enacts,tx_days_above,rcp26,1991-2020,centile,99,114.78
enacts,tx_days_above,rcp26,2021-2050,centile,99,
enacts,tx_days_above,rcp26,2051-2080,centile,99,
enacts,tx_days_above,rcp26,1991-2020,mean,-1,105.945127
enacts,tx_days_above,rcp26,2021-2050,mean,-1,
enacts,tx_days_above,rcp26,2051-2080,mean,-1,
enacts,tx_days_above,rcp26,1991-2020,min,-1,95.0
enacts,tx_days_above,rcp26,2021-2050,min,-1,
enacts,tx_days_above,rcp26,2051-2080,min,-1,
enacts,tx_days_above,rcp26,1991-2020,max,-1,115.044444
enacts,tx_days_above,rcp26,2021-2050,max,-1,
enacts,tx_days_above,rcp26,2051-2080,max,-1,
enacts,tx_days_above,rcp26,1991-2020,centile,1,95.507111
enacts,tx_days_above,rcp26,2021-2050,centile,1,
enacts,tx_days_above,rcp26,2051-2080,centile,1,
enacts,tx_days_above,rcp26,1991-2020,centile,10,100.28
enacts,tx_days_above,rcp26,2021-2050,centile,10,
enacts,tx_days_above,rcp26,2051-2080,centile,10,
enacts,tx_days_above,rcp26,1991-2020,centile,50,105.955556
enacts,tx_days_above,rcp26,2021-2050,centile,50,
enacts,tx_days_above,rcp26,2051-2080,centile,50,
enacts,tx_days_above,rcp26,1991-2020,centile,90,112.18
enacts,tx_days_above,rcp26,2021-2050,centile,90,
enacts,tx_days_above,rcp26,2051-2080,centile,90,
enacts,tx_days_above,rcp26,1991-2020,centile,99,114.78
enacts,tx_days_above,rcp26,2021-2050,centile,99,
enacts,tx_days_above,rcp26,2051-2080,centile,99,
enacts,tx_days_above,rcp26,1991-2020,mean,-1,105.945127
enacts,tx_days_above,rcp26,2021-2050,mean,-1,
enacts,tx_days_above,rcp26,2051-2080,mean,-1,
enacts,tx_days_above,rcp26,1991-2020,min,-1,95.0
enacts,tx_days_above,rcp26,2021-2050,min,-1,
enacts,tx_days_above,rcp26,2051-2080,min,-1,
enacts,tx_days_above,rcp26,1991-2020,max,-1,115.044444
enacts,tx_days_above,rcp26,2021-2050,max,-1,
enacts,tx_days_above,rcp26,2051-2080,max,-1,
enacts,tx_days_above,rcp26,1991-2020,centile,1,95.507111
enacts,tx_days_above,rcp26,2021-2050,centile,1,
enacts,tx_days_above,rcp26,2051-2080,centile,1,
enacts,tx_days_above,rcp26,1991-2020,centile,10,100.28
enacts,tx_days_above,rcp26,2021-2050,centile,10,
enacts,tx_days_above,rcp26,2051-2080,centile,10,
enacts,tx_days_above,rcp26,1991-2020,centile,50,105.955556
enacts,tx_days_above,rcp26,2021-2050,centile,50,
enacts,tx_days_above,rcp26,2051-2080,centile,50,
enacts,tx_days_above,rcp26,1991-2020,centile,90,112.18
enacts,tx_days_above,rcp26,2021-2050,centile,90,
enacts,tx_days_above,rcp26,2051-2080,centile,90,
enacts,tx_days_above,rcp26,1991-2020,centile,99,114.78
enacts,tx_days_above,rcp26,2021-2050,centile,99,
enacts,tx_days_above,rcp26,2051-2080,centile,99,
enacts,tx_days_above,rcp26,1991-2020,mean,-1,105.945127
enacts,tx_days_above,rcp26,2021-2050,mean,-1,
enacts,tx_days_above,rcp26,2051-2080,mean,-1,
enacts,tx_days_above,rcp26,1991-2020,min,-1,95.0
enacts,tx_days_above,rcp26,2021-2050,min,-1,
enacts,tx_days_above,rcp26,2051-2080,min,-1,
enacts,tx_days_above,rcp26,1991-2020,max,-1,115.044444
enacts,tx_days_above,rcp26,2021-2050,max,-1,
enacts,tx_days_above,rcp26,2051-2080,max,-1,
enacts,tx_days_above,rcp26,1991-2020,centile,1,95.507111
enacts,tx_days_above,rcp26,2021-2050,centile,1,
enacts,tx_days_above,rcp26,2051-2080,centile,1,
enacts,tx_days_above,rcp26,1991-2020,centile,10,100.28
enacts,tx_days_above,rcp26,2021-2050,centile,10,
enacts,tx_days_above,rcp26,2051-2080,centile,10,
enacts,tx_days_above,rcp26,1991-2020,centile,50,105.955556
enacts,tx_days_above,rcp26,2021-2050,centile,50,
enacts,tx_days_above,rcp26,2051-2080,centile,50,
enacts,tx_days_above,rcp26,1991-2020,centile,90,112.18
enacts,tx_days_above,rcp26,2021-2050,centile,90,
enacts,tx_days_above,rcp26,2051-2080,centile,90,
enacts,tx_days_above,rcp26,1991-2020,centile,99,114.78
enacts,tx_days_above,rcp26,2021-2050,centile,99,
enacts,tx_days_above,rcp26,2051-2080,centile,99,
